TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,"""+/-"""
CHA,CHA @ ATL,03/09/2020,L,290,138,49,104,47.1,19,48,39.6,21,23,91.3,8,27,35,31,9,6,5,22,-5
MIL,MIL @ DEN,03/09/2020,L,240,95,34,90,37.8,15,50,30,12,18,66.7,11,37,48,23,8,4,17,15,-14
DEN,DEN vs. MIL,03/09/2020,W,240,109,41,94,43.6,16,41,39,11,12,91.7,6,42,48,28,11,8,14,20,14
UTA,UTA vs. TOR,03/09/2020,L,240,92,33,83,39.8,16,43,37.2,10,14,71.4,6,28,34,24,12,4,11,20,-9
TOR,TOR @ UTA,03/09/2020,W,240,101,36,83,43.4,13,36,36.1,16,18,88.9,14,39,53,22,9,2,20,14,9
HOU,HOU vs. ORL,03/08/2020,L,240,106,39,88,44.3,9,32,28.1,19,25,76,11,27,38,21,10,7,18,23,-20
DAL,DAL vs. IND,03/08/2020,L,240,109,39,91,42.9,14,43,32.6,17,25,68,9,33,42,19,7,5,11,17,-3
IND,IND @ DAL,03/08/2020,W,240,112,46,88,52.3,8,23,34.8,12,18,66.7,6,41,47,23,5,6,11,23,3
MIA,MIA @ WAS,03/08/2020,W,240,100,32,66,48.5,13,28,46.4,23,28,82.1,5,41,46,21,7,8,23,25,11
BKN,BKN vs. CHI,03/08/2020,W,240,110,32,64,50,11,30,36.7,35,41,85.4,5,45,50,21,4,5,29,24,3
WAS,WAS vs. MIA,03/08/2020,L,240,89,26,78,33.3,19,47,40.4,18,21,85.7,4,25,29,19,11,2,14,26,-11
CHI,CHI @ BKN,03/08/2020,L,240,107,39,92,42.4,12,34,35.3,17,25,68,5,26,31,23,14,3,7,31,-3
MIL,MIL @ PHX,03/08/2020,L,240,131,51,95,53.7,13,33,39.4,16,21,76.2,7,29,36,23,7,3,10,29,-9
DET,DET @ NYK,03/08/2020,L,240,84,29,80,36.3,11,38,28.9,15,22,68.2,5,30,35,21,8,2,13,19,-12
NYK,NYK vs. DET,03/08/2020,W,240,96,36,82,43.9,6,19,31.6,18,25,72,13,38,51,15,10,5,12,16,12
PHX,PHX vs. MIL,03/08/2020,W,240,140,47,85,55.3,19,43,44.2,27,31,87.1,8,39,47,30,6,4,15,23,9
ORL,ORL @ HOU,03/08/2020,W,240,126,44,91,48.4,13,29,44.8,25,31,80.6,13,36,49,21,11,4,15,17,20
NOP,NOP @ MIN,03/08/2020,W,240,120,44,90,48.9,11,35,31.4,21,31,67.7,10,44,54,28,7,5,25,23,13
SAC,SAC vs. TOR,03/08/2020,L,240,113,42,90,46.7,8,31,25.8,21,23,91.3,10,40,50,24,5,7,11,22,-5
MIN,MIN vs. NOP,03/08/2020,L,240,107,37,94,39.4,8,33,24.2,25,31,80.6,9,33,42,20,15,3,17,23,-13
CLE,CLE vs. SAS,03/08/2020,W,265,132,43,94,45.7,13,34,38.2,33,45,73.3,14,46,60,26,4,4,18,24,3
SAS,SAS @ CLE,03/08/2020,L,265,129,43,98,43.9,10,26,38.5,33,36,91.7,6,38,44,20,15,6,9,34,-3
TOR,TOR @ SAC,03/08/2020,W,240,118,39,82,47.6,19,48,39.6,21,27,77.8,2,34,36,27,10,3,9,22,5
BOS,BOS vs. OKC,03/08/2020,L,240,104,38,92,41.3,13,37,35.1,15,19,78.9,11,35,46,22,9,5,13,25,-1
OKC,OKC @ BOS,03/08/2020,W,240,105,35,79,44.3,10,25,40,25,34,73.5,4,35,39,16,9,7,18,22,1
LAL,LAL @ LAC,03/08/2020,W,240,112,39,87,44.8,10,35,28.6,24,28,85.7,9,36,45,22,8,7,14,28,9
LAC,LAC vs. LAL,03/08/2020,L,240,103,34,86,39.5,7,31,22.6,28,37,75.7,15,34,49,12,5,5,16,26,-9
CLE,CLE vs. DEN,03/07/2020,W,240,104,42,76,55.3,12,28,42.9,8,12,66.7,8,31,39,32,8,2,22,17,2
DEN,DEN @ CLE,03/07/2020,L,240,102,43,85,50.6,13,32,40.6,3,8,37.5,9,24,33,28,15,0,18,19,-2
UTA,UTA @ DET,03/07/2020,W,240,111,40,77,51.9,10,33,30.3,21,28,75,9,31,40,17,10,4,10,19,6
DET,DET vs. UTA,03/07/2020,L,240,105,40,86,46.5,9,30,30,16,22,72.7,10,28,38,24,4,2,11,23,-6
PHI,PHI @ GSW,03/07/2020,L,240,114,41,84,48.8,13,34,38.2,19,22,86.4,11,30,41,29,3,2,11,21,-4
GSW,GSW vs. PHI,03/07/2020,W,240,118,44,80,55,9,25,36,21,28,75,7,28,35,30,4,2,7,19,4
HOU,HOU @ CHA,03/07/2020,L,240,99,35,76,46.1,15,45,33.3,14,20,70,13,29,42,22,9,3,21,25,-9
CHA,CHA vs. HOU,03/07/2020,W,240,108,37,70,52.9,15,32,46.9,19,25,76,6,24,30,29,7,1,17,15,9
POR,POR vs. SAC,03/07/2020,L,240,111,42,89,47.2,10,39,25.6,17,26,65.4,10,31,41,22,9,3,11,16,-12
SAC,SAC @ POR,03/07/2020,W,240,123,41,85,48.2,21,39,53.8,20,23,87,11,36,47,30,9,3,15,23,12
ATL,ATL @ MEM,03/07/2020,L,240,101,32,95,33.7,13,49,26.5,24,28,85.7,14,32,46,23,9,2,14,24,-17
MEM,MEM vs. ATL,03/07/2020,W,240,118,43,87,49.4,12,33,36.4,20,33,60.6,15,43,58,27,9,6,17,18,17
UTA,UTA @ BOS,03/06/2020,W,240,99,36,80,45,17,45,37.8,10,12,83.3,8,32,40,23,8,7,18,19,5
SAS,SAS @ BKN,03/06/2020,L,240,120,43,92,46.7,10,34,29.4,24,27,88.9,2,36,38,25,3,5,6,20,-19
BOS,BOS vs. UTA,03/06/2020,L,240,94,35,94,37.2,10,36,27.8,14,18,77.8,13,32,45,19,6,6,13,13,-5
BKN,BKN vs. SAS,03/06/2020,W,240,139,51,96,53.1,15,36,41.7,22,31,71,9,43,52,32,1,2,8,22,19
DAL,DAL vs. MEM,03/06/2020,W,240,121,45,95,47.4,18,47,38.3,13,17,76.5,13,35,48,30,11,9,11,11,25
MEM,MEM @ DAL,03/06/2020,L,240,96,39,84,46.4,9,30,30,9,13,69.2,9,38,47,29,7,4,19,15,-25
WAS,WAS vs. ATL,03/06/2020,W,240,118,36,76,47.4,15,31,48.4,31,35,88.6,9,29,38,24,9,4,18,19,6
ATL,ATL @ WAS,03/06/2020,L,240,112,46,86,53.5,12,32,37.5,8,12,66.7,6,30,36,25,9,4,18,25,-6
MIN,MIN vs. ORL,03/06/2020,L,240,118,46,98,46.9,10,37,27,16,20,80,10,26,36,30,6,3,8,21,-14
ORL,ORL @ MIN,03/06/2020,W,240,132,51,84,60.7,7,21,33.3,23,31,74.2,6,39,45,31,5,5,11,18,14
NYK,NYK vs. OKC,03/06/2020,L,240,103,41,91,45.1,4,24,16.7,17,22,77.3,13,35,48,19,4,8,12,20,-23
OKC,OKC @ NYK,03/06/2020,W,240,126,47,96,49,12,31,38.7,20,25,80,10,28,38,26,8,6,4,18,23
PHX,PHX vs. POR,03/06/2020,W,240,127,45,91,49.5,19,42,45.2,18,19,94.7,15,32,47,29,9,4,13,22,10
NOP,NOP vs. MIA,03/06/2020,W,240,110,38,91,41.8,14,38,36.8,20,28,71.4,15,38,53,28,7,6,17,25,6
POR,POR @ PHX,03/06/2020,L,240,117,43,87,49.4,13,32,40.6,18,24,75,9,30,39,26,6,6,16,19,-10
LAL,LAL vs. MIL,03/06/2020,W,240,113,38,91,41.8,6,32,18.8,31,38,81.6,10,42,52,19,11,4,16,27,10
MIL,MIL @ LAL,03/06/2020,L,240,103,37,89,41.6,12,43,27.9,17,23,73.9,5,40,45,22,8,1,20,32,-10
IND,IND @ CHI,03/06/2020,W,240,108,38,75,50.7,8,22,36.4,24,33,72.7,10,36,46,24,9,8,22,16,6
CHI,CHI vs. IND,03/06/2020,L,240,102,40,97,41.2,9,38,23.7,13,15,86.7,17,28,45,27,12,6,17,25,-6
MIA,MIA @ NOP,03/06/2020,L,240,104,37,86,43,9,33,27.3,21,31,67.7,10,35,45,27,11,9,16,23,-6
DEN,DEN @ CHA,03/05/2020,W,240,114,44,83,53,8,26,30.8,18,20,90,13,25,38,29,7,5,13,21,2
CHA,CHA vs. DEN,03/05/2020,L,240,112,38,77,49.4,13,33,39.4,23,28,82.1,9,25,34,24,7,2,14,23,-2
SAC,SAC vs. PHI,03/05/2020,L,240,108,42,79,53.2,11,29,37.9,13,18,72.2,4,33,37,23,7,4,18,21,-17
TOR,TOR @ GSW,03/05/2020,W,240,121,40,84,47.6,13,41,31.7,28,31,90.3,3,36,39,28,10,3,12,24,8
GSW,GSW vs. TOR,03/05/2020,L,240,113,40,98,40.8,14,52,26.9,19,25,76,14,38,52,34,4,5,16,23,-8
HOU,HOU vs. LAC,03/05/2020,L,240,105,35,97,36.1,7,42,16.7,28,36,77.8,15,36,51,19,6,5,11,25,-15
LAC,LAC @ HOU,03/05/2020,W,240,120,39,84,46.4,13,40,32.5,29,39,74.4,9,48,57,22,5,6,16,25,15
PHI,PHI @ SAC,03/05/2020,W,240,125,47,96,49,17,37,45.9,14,17,82.4,14,31,45,24,8,2,13,18,17
CLE,CLE vs. BOS,03/04/2020,L,240,106,39,89,43.8,13,38,34.2,15,20,75,17,33,50,24,6,2,13,19,-6
DAL,DAL vs. NOP,03/04/2020,W,265,127,44,95,46.3,22,50,44,17,24,70.8,6,43,49,30,6,13,17,17,4
OKC,OKC @ DET,03/04/2020,W,240,114,46,75,61.3,10,24,41.7,12,17,70.6,2,31,33,25,13,8,16,18,7
DET,DET vs. OKC,03/04/2020,L,240,107,40,86,46.5,18,43,41.9,9,15,60,9,27,36,27,8,5,17,21,-7
WAS,WAS @ POR,03/04/2020,L,240,104,40,103,38.8,11,35,31.4,13,21,61.9,18,30,48,27,8,4,10,29,-21
POR,POR vs. WAS,03/04/2020,W,240,125,42,81,51.9,13,31,41.9,28,32,87.5,7,40,47,24,7,11,16,24,21
NYK,NYK vs. UTA,03/04/2020,L,240,104,41,85,48.2,7,20,35,15,18,83.3,11,31,42,23,3,1,13,18,-8
ORL,ORL @ MIA,03/04/2020,L,240,113,44,84,52.4,13,30,43.3,12,14,85.7,5,30,35,28,6,5,12,17,-3
MIA,MIA vs. ORL,03/04/2020,W,240,116,41,79,51.9,22,44,50,12,15,80,6,30,36,31,8,5,14,17,3
UTA,UTA @ NYK,03/04/2020,W,240,112,41,81,50.6,10,36,27.8,20,25,80,6,31,37,26,5,5,14,20,8
NOP,NOP @ DAL,03/04/2020,L,265,123,50,114,43.9,17,46,37,6,11,54.5,15,37,52,28,8,4,14,23,-4
MIN,MIN vs. CHI,03/04/2020,W,240,115,40,81,49.4,19,43,44.2,16,25,64,10,33,43,27,5,4,18,15,7
CHI,CHI @ MIN,03/04/2020,L,240,108,45,94,47.9,11,30,36.7,7,11,63.6,9,31,40,24,10,5,10,19,-7
IND,IND @ MIL,03/04/2020,L,240,100,42,97,43.3,7,27,25.9,9,11,81.8,7,32,39,22,12,2,16,18,-19
MIL,MIL vs. IND,03/04/2020,W,240,119,43,94,45.7,13,46,28.3,20,22,90.9,11,45,56,26,8,4,18,14,19
MEM,MEM @ BKN,03/04/2020,W,240,118,43,100,43,20,44,45.5,12,14,85.7,18,41,59,21,8,5,12,15,39
BKN,BKN vs. MEM,03/04/2020,L,240,79,30,90,33.3,7,42,16.7,12,17,70.6,13,29,42,15,6,4,14,17,-39
BOS,BOS @ CLE,03/04/2020,W,240,112,40,86,46.5,11,30,36.7,21,26,80.8,13,36,49,16,10,7,11,20,6
PHI,PHI @ LAL,03/03/2020,L,240,107,38,85,44.7,16,40,40,15,20,75,12,30,42,24,10,1,15,17,-13
LAL,LAL vs. PHI,03/03/2020,W,240,120,46,86,53.5,13,33,39.4,15,18,83.3,10,33,43,25,9,6,13,18,13
WAS,WAS @ SAC,03/03/2020,L,240,126,41,80,51.3,16,38,42.1,28,34,82.4,2,29,31,28,10,5,14,22,-7
CHA,CHA vs. SAS,03/03/2020,L,240,103,39,82,47.6,12,29,41.4,13,18,72.2,14,32,46,25,4,2,17,16,-1
LAC,LAC @ OKC,03/03/2020,W,240,109,38,84,45.2,11,36,30.6,22,26,84.6,6,35,41,19,7,1,10,22,15
OKC,OKC vs. LAC,03/03/2020,L,240,94,34,81,42,9,28,32.1,17,26,65.4,8,35,43,16,7,7,15,22,-15
BKN,BKN @ BOS,03/03/2020,W,265,129,43,100,43,14,49,28.6,29,38,76.3,22,41,63,22,7,6,21,26,9
BOS,BOS vs. BKN,03/03/2020,L,265,120,44,103,42.7,15,49,30.6,17,23,73.9,13,29,42,24,10,6,15,30,-9
GSW,GSW @ DEN,03/03/2020,W,240,116,42,82,51.2,18,41,43.9,14,22,63.6,5,30,35,31,8,3,11,23,16
DEN,DEN vs. GSW,03/03/2020,L,240,100,39,87,44.8,3,20,15,19,26,73.1,19,34,53,22,6,5,16,26,-16
SAC,SAC vs. WAS,03/03/2020,W,240,133,50,89,56.2,13,29,44.8,20,24,83.3,8,34,42,23,13,2,15,24,7
NOP,NOP vs. MIN,03/03/2020,L,240,134,52,100,52,14,39,35.9,16,27,59.3,13,31,44,37,13,2,15,18,-5
MIN,MIN @ NOP,03/03/2020,W,240,139,54,97,55.7,14,34,41.2,17,20,85,10,32,42,31,11,2,16,22,5
SAS,SAS @ CHA,03/03/2020,W,240,104,38,80,47.5,11,32,34.4,17,20,85,6,27,33,25,12,5,10,16,1
TOR,TOR @ PHX,03/03/2020,W,240,123,40,86,46.5,14,34,41.2,29,35,82.9,9,38,47,17,9,5,15,25,9
PHX,PHX vs. TOR,03/03/2020,L,240,114,39,85,45.9,15,39,38.5,21,25,84,6,29,35,30,6,6,18,22,-9
NYK,NYK vs. HOU,03/02/2020,W,240,125,47,97,48.5,12,30,40,19,30,63.3,20,45,65,26,6,7,19,19,2
UTA,UTA @ CLE,03/02/2020,W,240,126,47,83,56.6,20,41,48.8,12,14,85.7,8,39,47,30,3,7,15,17,13
CLE,CLE vs. UTA,03/02/2020,L,240,113,42,91,46.2,17,41,41.5,12,18,66.7,11,25,36,28,10,1,7,18,-13
DAL,DAL @ CHI,03/02/2020,L,240,107,40,84,47.6,12,42,28.6,15,20,75,9,35,44,26,9,5,18,20,-2
CHI,CHI vs. DAL,03/02/2020,W,240,109,44,94,46.8,10,36,27.8,11,17,64.7,12,30,42,24,7,5,14,21,2
MIL,MIL @ MIA,03/02/2020,L,240,89,35,86,40.7,7,34,20.6,12,19,63.2,8,40,48,19,4,5,15,18,-16
MIA,MIA vs. MIL,03/02/2020,W,240,105,37,86,43,18,37,48.6,13,18,72.2,6,40,46,28,4,4,10,19,16
MEM,MEM @ ATL,03/02/2020,W,240,127,46,92,50,14,32,43.8,21,31,67.7,14,46,60,30,12,8,15,16,39
ATL,ATL vs. MEM,03/02/2020,L,240,88,32,99,32.3,9,35,25.7,15,16,93.8,16,27,43,20,6,8,17,21,-39
HOU,HOU @ NYK,03/02/2020,L,240,123,39,94,41.5,20,56,35.7,25,27,92.6,8,26,34,25,11,5,12,20,-2
SAS,SAS vs. IND,03/02/2020,L,240,111,40,77,51.9,16,32,50,15,19,78.9,3,30,33,21,6,5,15,19,-5
IND,IND @ SAS,03/02/2020,W,240,116,39,78,50,15,31,48.4,23,26,88.5,6,34,40,22,9,5,13,20,5
POR,POR @ ORL,03/02/2020,W,240,130,49,88,55.7,16,33,48.5,16,16,100,6,43,49,27,6,4,12,24,23
ORL,ORL vs. POR,03/02/2020,L,240,107,37,96,38.5,14,43,32.6,19,22,86.4,11,28,39,29,3,2,6,11,-23
CHA,CHA vs. MIL,03/01/2020,L,240,85,34,96,35.4,8,35,22.9,9,10,90,12,35,47,22,7,8,10,18,-8
MIL,MIL @ CHA,03/01/2020,W,240,93,35,87,40.2,7,31,22.6,16,21,76.2,15,46,61,20,7,6,17,11,8
LAC,LAC vs. PHI,03/01/2020,W,240,136,45,76,59.2,13,24,54.2,33,41,80.5,6,31,37,25,6,6,11,17,6
NOP,NOP vs. LAL,03/01/2020,L,240,114,40,95,42.1,7,32,21.9,27,33,81.8,15,37,52,24,7,3,16,11,-8
TOR,TOR @ DEN,03/01/2020,L,240,118,41,89,46.1,10,38,26.3,26,29,89.7,8,28,36,24,9,4,12,24,-15
DEN,DEN vs. TOR,03/01/2020,W,240,133,47,83,56.6,18,36,50,21,30,70,7,34,41,38,6,1,16,22,15
LAL,LAL @ NOP,03/01/2020,W,240,122,50,97,51.5,13,35,37.1,9,10,90,6,30,36,23,9,10,13,26,8
PHI,PHI @ LAC,03/01/2020,L,240,130,48,95,50.5,21,43,48.8,13,20,65,10,27,37,27,7,4,10,28,-6
GSW,GSW vs. WAS,03/01/2020,L,240,110,42,89,47.2,9,28,32.1,17,24,70.8,18,34,52,25,7,7,22,24,-14
DAL,DAL @ MIN,03/01/2020,W,240,111,44,94,46.8,11,40,27.5,12,19,63.2,6,50,56,28,10,7,14,16,20
DET,DET @ SAC,03/01/2020,L,240,100,33,80,41.3,18,42,42.9,16,24,66.7,7,35,42,23,6,4,16,25,-6
SAC,SAC vs. DET,03/01/2020,W,240,106,37,91,40.7,9,35,25.7,23,26,88.5,17,34,51,18,8,7,11,20,6
MIN,MIN vs. DAL,03/01/2020,L,240,91,36,99,36.4,13,42,31,6,15,40,14,43,57,19,9,3,14,17,-20
WAS,WAS @ GSW,03/01/2020,W,240,124,40,82,48.8,20,30,66.7,24,27,88.9,5,29,34,24,10,5,13,20,14
LAL,LAL @ MEM,02/29/2020,L,240,88,36,87,41.4,9,35,25.7,7,12,58.3,13,32,45,26,5,3,16,13,-17
MEM,MEM vs. LAL,02/29/2020,W,240,105,43,95,45.3,10,31,32.3,9,11,81.8,15,36,51,27,10,4,10,14,17
IND,IND @ CLE,02/29/2020,W,240,113,47,87,54,8,23,34.8,11,14,78.6,8,30,38,30,10,6,13,20,9
MIA,MIA vs. BKN,02/29/2020,W,240,116,41,91,45.1,14,38,36.8,20,24,83.3,10,35,45,27,4,4,7,21,3
CLE,CLE vs. IND,02/29/2020,L,240,104,41,85,48.2,5,22,22.7,17,20,85,6,30,36,30,9,3,16,13,-9
BOS,BOS vs. HOU,02/29/2020,L,265,110,39,100,39,13,42,31,19,25,76,14,40,54,22,11,6,14,18,-1
HOU,HOU @ BOS,02/29/2020,W,265,111,41,98,41.8,15,55,27.3,14,18,77.8,12,41,53,17,10,8,16,20,1
CHI,CHI @ NYK,02/29/2020,L,240,115,41,89,46.1,17,35,48.6,16,23,69.6,13,20,33,26,12,3,8,22,-10
NYK,NYK vs. CHI,02/29/2020,W,240,125,47,85,55.3,8,20,40,23,33,69.7,17,33,50,29,6,4,17,19,10
BKN,BKN @ MIA,02/29/2020,L,240,113,40,86,46.5,16,44,36.4,17,23,73.9,8,36,44,30,3,3,10,23,-3
PHX,PHX vs. GSW,02/29/2020,L,240,99,34,83,41,12,29,41.4,19,23,82.6,8,32,40,24,3,5,20,25,-16
GSW,GSW @ PHX,02/29/2020,W,240,115,41,87,47.1,9,30,30,24,32,75,13,36,49,30,9,6,10,21,16
ATL,ATL vs. POR,02/29/2020,W,240,129,46,84,54.8,18,42,42.9,19,22,86.4,5,31,36,34,7,5,19,18,12
POR,POR @ ATL,02/29/2020,L,240,117,47,94,50,8,28,28.6,15,21,71.4,13,29,42,14,9,4,17,26,-12
SAS,SAS vs. ORL,02/29/2020,W,240,114,44,84,52.4,14,31,45.2,12,16,75,4,27,31,28,11,5,17,20,1
ORL,ORL @ SAS,02/29/2020,L,240,113,41,84,48.8,15,37,40.5,16,23,69.6,10,31,41,28,9,5,19,16,-1
DEN,DEN @ LAC,02/28/2020,L,240,103,41,91,45.1,9,25,36,12,16,75,13,26,39,19,7,6,15,18,-29
SAC,SAC @ MEM,02/28/2020,W,240,104,38,91,41.8,11,38,28.9,17,21,81,8,39,47,24,11,3,9,16,3
LAC,LAC vs. DEN,02/28/2020,W,240,132,48,89,53.9,18,39,46.2,18,20,90,11,35,46,35,6,5,12,19,29
NOP,NOP vs. CLE,02/28/2020,W,240,116,48,88,54.5,9,23,39.1,11,15,73.3,12,37,49,36,12,8,17,17,12
CLE,CLE @ NOP,02/28/2020,L,240,104,43,95,45.3,11,31,35.5,7,12,58.3,10,24,34,27,7,2,14,13,-12
MEM,MEM vs. SAC,02/28/2020,L,240,101,39,91,42.9,8,30,26.7,15,20,75,10,42,52,27,7,5,14,16,-3
OKC,OKC @ MIL,02/28/2020,L,240,86,33,91,36.3,6,35,17.1,14,20,70,5,31,36,14,8,3,14,15,-47
MIL,MIL vs. OKC,02/28/2020,W,240,133,50,100,50,21,45,46.7,12,14,85.7,14,52,66,34,6,2,17,21,47
BKN,BKN @ ATL,02/28/2020,L,240,118,42,92,45.7,18,46,39.1,16,21,76.2,7,31,38,30,5,8,13,19,-23
UTA,UTA vs. WAS,02/28/2020,W,240,129,44,89,49.4,19,37,51.4,22,30,73.3,15,39,54,23,7,5,15,22,10
CHA,CHA @ TOR,02/28/2020,W,240,99,34,78,43.6,13,30,43.3,18,25,72,11,47,58,23,3,8,18,22,3
WAS,WAS @ UTA,02/28/2020,L,240,119,45,98,45.9,14,37,37.8,15,21,71.4,13,28,41,23,12,4,11,20,-10
ATL,ATL vs. BKN,02/28/2020,W,240,141,50,97,51.5,19,39,48.7,22,30,73.3,15,37,52,32,8,4,10,15,23
DAL,DAL @ MIA,02/28/2020,L,240,118,40,84,47.6,21,50,42,17,19,89.5,4,31,35,25,0,3,11,25,-8
DET,DET @ PHX,02/28/2020,W,240,113,44,90,48.9,13,32,40.6,12,16,75,10,21,31,27,14,3,10,19,2
PHX,PHX vs. DET,02/28/2020,L,240,111,45,75,60,9,23,39.1,12,17,70.6,5,33,38,31,9,5,18,14,-2
MIA,MIA vs. DAL,02/28/2020,W,240,126,41,79,51.9,17,35,48.6,27,36,75,6,34,40,30,6,2,11,21,8
MIN,MIN @ ORL,02/28/2020,L,240,125,46,95,48.4,17,44,38.6,16,24,66.7,6,27,33,27,10,6,15,20,-11
ORL,ORL vs. MIN,02/28/2020,W,240,136,53,98,54.1,12,40,30,18,22,81.8,10,44,54,36,6,7,16,20,11
TOR,TOR vs. CHA,02/28/2020,L,240,96,33,95,34.7,10,43,23.3,20,29,69,14,31,45,19,11,3,5,25,-3
POR,POR @ IND,02/27/2020,L,240,100,41,89,46.1,9,30,30,9,14,64.3,10,35,45,14,5,5,14,21,-6
LAL,LAL @ GSW,02/27/2020,W,240,116,45,88,51.1,8,24,33.3,18,27,66.7,8,36,44,24,13,5,17,17,30
IND,IND vs. POR,02/27/2020,W,240,106,40,90,44.4,8,25,32,18,23,78.3,13,35,48,21,8,4,14,12,6
GSW,GSW vs. LAL,02/27/2020,L,240,86,34,80,42.5,9,32,28.1,9,10,90,5,32,37,27,7,3,27,27,-30
OKC,OKC vs. SAC,02/27/2020,W,240,112,41,84,48.8,9,26,34.6,21,29,72.4,10,27,37,20,6,4,11,20,4
SAC,SAC @ OKC,02/27/2020,L,240,108,41,91,45.1,12,35,34.3,14,14,100,12,33,45,30,6,2,15,33,-4
PHI,PHI vs. NYK,02/27/2020,W,240,115,45,91,49.5,15,31,48.4,10,13,76.9,11,33,44,32,5,7,6,17,9
NYK,NYK @ PHI,02/27/2020,L,240,106,42,83,50.6,8,23,34.8,14,24,58.3,9,30,39,28,2,3,8,11,-9
ATL,ATL vs. ORL,02/26/2020,L,240,120,42,94,44.7,13,36,36.1,23,25,92,9,33,42,30,5,5,9,22,-10
ORL,ORL @ ATL,02/26/2020,W,240,130,49,100,49,14,32,43.8,18,25,72,13,39,52,30,7,9,9,21,10
PHX,PHX vs. LAC,02/26/2020,L,240,92,34,87,39.1,9,34,26.5,15,18,83.3,14,34,48,29,8,3,16,17,-10
MEM,MEM @ HOU,02/26/2020,L,240,112,43,108,39.8,13,39,33.3,13,21,61.9,22,27,49,28,9,3,16,16,-28
HOU,HOU vs. MEM,02/26/2020,W,240,140,52,93,55.9,23,50,46,13,15,86.7,9,35,44,22,8,7,19,25,28
PHI,PHI @ CLE,02/26/2020,L,240,94,36,89,40.4,13,38,34.2,9,14,64.3,8,23,31,22,13,9,9,11,-14
UTA,UTA vs. BOS,02/26/2020,L,240,103,40,89,44.9,12,40,30,11,15,73.3,13,28,41,16,5,3,10,16,-11
LAC,LAC @ PHX,02/26/2020,W,240,102,37,84,44,14,38,36.8,14,15,93.3,11,35,46,22,11,2,16,22,10
MIA,MIA vs. MIN,02/26/2020,L,240,126,41,78,52.6,11,26,42.3,33,43,76.7,8,35,43,30,9,8,22,21,-3
MIN,MIN @ MIA,02/26/2020,W,240,129,47,91,51.6,17,46,37,18,25,72,5,28,33,28,16,8,16,35,3
SAS,SAS vs. DAL,02/26/2020,L,240,103,39,92,42.4,11,33,33.3,14,19,73.7,13,42,55,22,8,7,16,21,-6
DAL,DAL @ SAS,02/26/2020,W,240,109,36,86,41.9,17,45,37.8,20,30,66.7,5,38,43,25,11,9,16,20,6
BOS,BOS @ UTA,02/26/2020,W,240,114,45,84,53.6,11,26,42.3,13,16,81.3,9,35,44,21,7,4,9,17,11
CLE,CLE vs. PHI,02/26/2020,W,240,108,41,78,52.6,11,24,45.8,15,17,88.2,9,39,48,24,5,4,19,16,14
NYK,NYK @ CHA,02/26/2020,L,240,101,43,85,50.6,4,15,26.7,11,17,64.7,13,29,42,22,5,6,15,24,-6
BKN,BKN @ WAS,02/26/2020,L,240,106,36,87,41.4,10,36,27.8,24,35,68.6,15,41,56,15,7,1,18,24,-4
CHA,CHA vs. NYK,02/26/2020,W,240,107,39,83,47,10,30,33.3,19,25,76,10,27,37,25,7,4,14,19,6
WAS,WAS vs. BKN,02/26/2020,W,240,110,41,96,42.7,15,39,38.5,13,16,81.3,9,30,39,22,9,2,11,26,4
NOP,NOP @ LAL,02/25/2020,L,240,109,39,86,45.3,8,27,29.6,23,30,76.7,6,39,45,31,10,2,20,24,-9
OKC,OKC @ CHI,02/25/2020,W,240,124,42,76,55.3,14,30,46.7,26,35,74.3,7,30,37,25,8,7,12,17,2
DET,DET @ DEN,02/25/2020,L,240,98,33,81,40.7,15,41,36.6,17,21,81,12,21,33,24,8,2,16,26,-17
DEN,DEN vs. DET,02/25/2020,W,240,115,44,76,57.9,9,19,47.4,18,22,81.8,9,32,41,33,12,3,18,20,17
CHI,CHI vs. OKC,02/25/2020,L,240,122,52,97,53.6,12,31,38.7,6,9,66.7,13,26,39,22,6,4,11,25,-2
CHA,CHA @ IND,02/25/2020,L,240,80,31,93,33.3,10,33,30.3,8,18,44.4,13,26,39,22,10,1,11,13,-39
IND,IND vs. CHA,02/25/2020,W,240,119,49,86,57,10,23,43.5,11,13,84.6,7,49,56,35,8,11,15,17,39
GSW,GSW vs. SAC,02/25/2020,L,240,94,35,79,44.3,4,28,14.3,20,24,83.3,5,29,34,21,7,2,17,25,-18
SAC,SAC @ GSW,02/25/2020,W,240,112,40,76,52.6,13,30,43.3,19,34,55.9,2,38,40,25,7,4,10,23,18
LAL,LAL vs. NOP,02/25/2020,W,240,118,45,102,44.1,13,44,29.5,15,21,71.4,14,37,51,27,10,12,16,20,9
MIL,MIL @ TOR,02/25/2020,W,240,108,32,84,38.1,14,42,33.3,30,36,83.3,8,45,53,23,10,10,14,19,11
BOS,BOS @ POR,02/25/2020,W,240,118,43,90,47.8,19,39,48.7,13,14,92.9,8,37,45,19,6,3,14,19,12
POR,POR vs. BOS,02/25/2020,L,240,106,38,85,44.7,13,31,41.9,17,23,73.9,8,33,41,24,8,4,17,15,-12
TOR,TOR vs. MIL,02/25/2020,L,240,97,32,91,35.2,18,52,34.6,15,21,71.4,9,34,43,21,4,5,17,26,-11
