TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,"""+/-"""
WAS,WAS @ LAL,03/11/2022,L,240,109,39,85,45.9,9,27,33.3,22,33,66.7,14,33,47,21,6,6,11,18,-13
LAL,LAL vs. WAS,03/11/2022,W,240,122,48,91,52.7,14,31,45.2,12,17,70.6,7,30,37,25,5,3,9,25,13
SAS,SAS vs. UTA,03/11/2022,W,240,104,34,85,40,6,29,20.7,30,43,69.8,14,40,54,15,8,6,13,20,2
BKN,BKN @ PHI,03/10/2022,W,240,129,51,91,56,18,40,45,9,17,52.9,10,35,45,29,13,15,12,22,29
PHI,PHI vs. BKN,03/10/2022,L,240,100,30,93,32.3,14,36,38.9,26,30,86.7,17,33,50,19,5,5,20,19,-29
DEN,DEN vs. GSW,03/10/2022,L,240,102,35,84,41.7,7,31,22.6,25,32,78.1,12,37,49,19,5,6,13,20,-11
GSW,GSW @ DEN,03/10/2022,W,240,113,42,88,47.7,14,42,33.3,15,20,75,8,28,36,26,9,4,8,25,11
CHI,CHI @ DET,03/09/2022,W,240,114,40,76,52.6,3,15,20,31,35,88.6,2,31,33,19,13,0,11,15,6
DET,DET vs. CHI,03/09/2022,L,240,108,42,82,51.2,11,31,35.5,13,17,76.5,5,27,32,25,6,3,16,25,-6
LAL,LAL @ HOU,03/09/2022,L,265,130,47,101,46.5,18,47,38.3,18,26,69.2,12,36,48,25,10,7,16,21,-9
