TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,"""+/-"""
OKC,OKC vs. DEN,01/09/2022,L,240,95,38,88,43.2,9,38,23.7,10,12,83.3,11,30,41,29,9,7,9,13,-4
DEN,DEN @ OKC,01/09/2022,W,240,99,37,89,41.6,13,36,36.1,12,16,75,18,35,53,28,7,2,15,14,4
MIN,MIN @ HOU,01/09/2022,W,240,141,55,108,50.9,15,42,35.7,16,21,76.2,18,38,56,37,10,10,11,22,18
ORL,ORL vs. WAS,01/09/2022,L,240,100,38,95,40,9,28,32.1,15,16,93.8,9,33,42,18,9,6,8,21,-2
GSW,GSW vs. CLE,01/09/2022,W,240,96,39,97,40.2,10,42,23.8,8,10,80,22,32,54,24,16,5,15,20,14
LAL,LAL vs. MEM,01/09/2022,L,240,119,45,97,46.4,14,33,42.4,15,19,78.9,14,27,41,26,6,7,12,25,-8
MEM,MEM @ LAL,01/09/2022,W,240,127,47,86,54.7,11,30,36.7,22,32,68.8,10,37,47,33,10,10,14,22,8
WAS,WAS @ ORL,01/09/2022,W,240,102,36,88,40.9,11,29,37.9,19,24,79.2,12,42,54,23,1,6,13,21,2
CLE,CLE @ GSW,01/09/2022,L,240,82,32,75,42.7,7,24,29.2,11,18,61.1,8,34,42,21,9,3,19,10,-14
DET,DET vs. ORL,01/08/2022,W,240,97,38,87,43.7,10,33,30.3,11,16,68.8,7,42,49,23,7,6,13,21,5
PHX,PHX vs. MIA,01/08/2022,L,240,100,30,79,38,14,34,41.2,26,29,89.7,6,29,35,24,10,1,16,14,-23
MEM,MEM @ LAC,01/08/2022,W,240,123,44,100,44,12,38,31.6,23,31,74.2,16,40,56,26,9,11,10,21,15
LAC,LAC vs. MEM,01/08/2022,L,240,108,39,96,40.6,10,32,31.3,20,24,83.3,14,35,49,16,7,6,13,23,-15
ORL,ORL @ DET,01/08/2022,L,240,92,29,86,33.7,14,46,30.4,20,23,87,8,36,44,25,6,9,13,20,-5
UTA,UTA @ IND,01/08/2022,L,240,113,40,84,47.6,15,35,42.9,18,19,94.7,9,30,39,20,6,3,15,25,-12
NYK,NYK @ BOS,01/08/2022,L,240,75,29,79,36.7,11,31,35.5,6,15,40,11,29,40,13,8,4,14,15,-24
BOS,BOS vs. NYK,01/08/2022,W,240,99,36,76,47.4,12,29,41.4,15,17,88.2,9,36,45,26,8,8,12,15,24
IND,IND vs. UTA,01/08/2022,W,240,125,44,80,55,14,29,48.3,23,32,71.9,5,33,38,30,9,7,10,21,12
CHA,CHA vs. MIL,01/08/2022,W,240,114,44,99,44.4,16,48,33.3,10,17,58.8,13,36,49,29,10,3,11,25,8
MIL,MIL @ CHA,01/08/2022,L,240,106,35,90,38.9,12,37,32.4,24,26,92.3,14,39,53,21,6,4,15,20,-8
MIA,MIA @ PHX,01/08/2022,W,240,123,44,88,50,22,44,50,13,15,86.7,11,38,49,33,9,1,16,18,23
TOR,TOR vs. UTA,01/07/2022,W,240,122,45,100,45,12,41,29.3,20,25,80,19,29,48,26,11,7,9,17,14
OKC,OKC vs. MIN,01/07/2022,L,240,105,36,89,40.4,15,44,34.1,18,23,78.3,13,32,45,26,10,4,20,23,-30
MIN,MIN @ OKC,01/07/2022,W,240,135,50,90,55.6,17,41,41.5,18,25,72,8,37,45,39,12,8,15,18,30
CHI,CHI vs. WAS,01/07/2022,W,240,130,48,91,52.7,15,33,45.5,19,21,90.5,10,31,41,34,11,3,15,21,8
SAS,SAS @ PHI,01/07/2022,L,240,100,38,92,41.3,9,30,30,15,20,75,11,28,39,22,6,6,12,21,-19
PHI,PHI vs. SAS,01/07/2022,W,240,119,45,87,51.7,8,23,34.8,21,27,77.8,12,37,49,28,7,4,13,18,19
DEN,DEN vs. SAC,01/07/2022,W,240,121,47,85,55.3,12,34,35.3,15,24,62.5,5,36,41,32,5,7,8,20,10
SAC,SAC @ DEN,01/07/2022,L,240,111,40,92,43.5,11,29,37.9,20,24,83.3,12,35,47,21,6,3,12,19,-10
MIL,MIL @ BKN,01/07/2022,W,240,121,44,96,45.8,16,45,35.6,17,21,81,13,32,45,21,6,3,11,20,12
BKN,BKN vs. MIL,01/07/2022,L,240,109,42,92,45.7,6,27,22.2,19,20,95,14,35,49,23,8,5,11,16,-12
WAS,WAS @ CHI,01/07/2022,L,240,122,45,88,51.1,7,24,29.2,25,26,96.2,10,31,41,28,8,5,15,15,-8
HOU,HOU vs. DAL,01/07/2022,L,240,106,37,87,42.5,12,43,27.9,20,29,69,7,33,40,17,6,3,13,20,-24
DAL,DAL @ HOU,01/07/2022,W,240,130,49,90,54.4,17,38,44.7,15,28,53.6,11,44,55,34,6,4,16,24,24
UTA,UTA @ TOR,01/07/2022,L,240,108,39,81,48.1,17,38,44.7,13,18,72.2,7,33,40,23,3,4,21,21,-14
LAL,LAL vs. ATL,01/07/2022,W,240,134,50,101,49.5,17,41,41.5,17,19,89.5,8,39,47,37,14,4,8,26,16
ATL,ATL @ LAL,01/07/2022,L,240,118,43,96,44.8,13,36,36.1,19,27,70.4,13,41,54,29,3,0,15,18,-16
POR,POR vs. CLE,01/07/2022,L,240,101,37,92,40.2,16,35,45.7,11,19,57.9,16,35,51,22,8,5,12,19,-13
CLE,CLE @ POR,01/07/2022,W,240,114,39,80,48.8,17,39,43.6,19,29,65.5,8,35,43,22,7,3,9,15,13
MEM,MEM vs. DET,01/06/2022,W,240,118,48,98,49,10,32,31.3,12,19,63.2,18,43,61,31,8,9,19,18,30
NOP,NOP vs. GSW,01/06/2022,W,240,101,35,83,42.2,8,34,23.5,23,29,79.3,8,38,46,20,7,5,17,18,5
GSW,GSW @ NOP,01/06/2022,L,240,96,37,87,42.5,7,33,21.2,15,18,83.3,8,35,43,22,12,6,14,24,-5
BOS,BOS @ NYK,01/06/2022,L,240,105,38,80,47.5,17,45,37.8,12,13,92.3,8,30,38,22,5,10,13,16,-3
NYK,NYK vs. BOS,01/06/2022,W,240,108,40,90,44.4,18,36,50,10,15,66.7,11,31,42,23,8,1,11,17,3
PHX,PHX vs. LAC,01/06/2022,W,240,106,44,107,41.1,10,31,32.3,8,10,80,21,42,63,22,5,7,8,20,17
LAC,LAC @ PHX,01/06/2022,L,240,89,31,86,36,6,28,21.4,21,25,84,8,41,49,20,5,7,13,16,-17
DET,DET @ MEM,01/06/2022,L,240,88,34,99,34.3,10,44,22.7,10,13,76.9,10,29,39,23,7,3,13,14,-30
HOU,HOU @ WAS,01/05/2022,W,240,114,40,85,47.1,9,26,34.6,25,32,78.1,10,38,48,15,10,2,21,24,3
BKN,BKN @ IND,01/05/2022,W,240,129,49,86,57,5,21,23.8,26,29,89.7,9,29,38,28,13,4,12,20,8
WAS,WAS vs. HOU,01/05/2022,L,240,111,40,91,44,10,39,25.6,21,26,80.8,9,32,41,18,9,6,15,27,-3
IND,IND vs. BKN,01/05/2022,L,240,121,41,82,50,13,39,33.3,26,28,92.9,7,26,33,26,3,5,17,19,-8
POR,POR vs. MIA,01/05/2022,L,240,109,33,78,42.3,15,38,39.5,28,36,77.8,8,28,36,18,8,4,6,23,-6
ATL,ATL @ SAC,01/05/2022,W,240,108,39,86,45.3,8,30,26.7,22,30,73.3,10,38,48,20,8,5,10,14,6
MIA,MIA @ POR,01/05/2022,W,240,115,37,82,45.1,19,41,46.3,22,29,75.9,14,36,50,29,3,3,11,21,6
UTA,UTA @ DEN,01/05/2022,W,240,115,43,92,46.7,14,41,34.1,15,18,83.3,8,36,44,22,7,4,7,18,6
DEN,DEN vs. UTA,01/05/2022,L,240,109,42,88,47.7,11,36,30.6,14,15,93.3,6,36,42,27,2,4,12,21,-6
MIN,MIN vs. OKC,01/05/2022,W,240,98,36,90,40,12,44,27.3,14,20,70,15,40,55,23,11,7,16,16,8
OKC,OKC @ MIN,01/05/2022,L,240,90,33,90,36.7,9,35,25.7,15,18,83.3,14,38,52,21,11,7,18,18,-8
CHA,CHA vs. DET,01/05/2022,W,240,140,48,81,59.3,24,42,57.1,20,29,69,8,41,49,39,6,3,17,21,29
GSW,GSW @ DAL,01/05/2022,L,240,82,33,81,40.7,5,28,17.9,11,16,68.8,8,38,46,20,10,5,17,20,-17
DAL,DAL vs. GSW,01/05/2022,W,240,99,33,87,37.9,12,40,30,21,26,80.8,10,36,46,22,6,5,12,15,17
SAC,SAC vs. ATL,01/05/2022,L,240,102,38,90,42.2,11,27,40.7,15,20,75,10,37,47,15,6,1,11,20,-6
DET,DET @ CHA,01/05/2022,L,240,111,43,92,46.7,14,42,33.3,11,20,55,9,27,36,26,12,3,13,21,-29
BOS,BOS vs. SAS,01/05/2022,L,240,97,40,90,44.4,9,28,32.1,8,9,88.9,13,28,41,19,10,9,10,12,-2
SAS,SAS @ BOS,01/05/2022,W,240,99,42,88,47.7,10,26,38.5,5,5,100,12,36,48,20,6,5,18,13,2
TOR,TOR @ MIL,01/05/2022,W,240,117,42,89,47.2,16,36,44.4,17,25,68,10,34,44,24,8,4,15,20,6
MIL,MIL vs. TOR,01/05/2022,L,240,111,38,85,44.7,17,39,43.6,18,26,69.2,9,36,45,22,10,8,18,18,-6
PHI,PHI @ ORL,01/05/2022,W,240,116,43,85,50.6,12,28,42.9,18,24,75,10,32,42,26,8,4,17,16,10
ORL,ORL vs. PHI,01/05/2022,L,240,106,40,90,44.4,12,39,30.8,14,20,70,14,33,47,22,9,3,19,30,-10
SAS,SAS @ TOR,01/04/2022,L,240,104,41,95,43.2,9,35,25.7,13,19,68.4,17,33,50,27,6,3,20,23,-25
TOR,TOR vs. SAS,01/04/2022,W,240,129,45,96,46.9,18,44,40.9,21,29,72.4,16,36,52,30,13,8,12,20,25
MEM,MEM @ CLE,01/04/2022,W,240,110,42,90,46.7,9,27,33.3,17,22,77.3,12,33,45,21,6,8,9,18,4
IND,IND @ NYK,01/04/2022,L,240,94,32,76,42.1,9,38,23.7,21,32,65.6,9,26,35,22,3,3,12,20,-10
NYK,NYK vs. IND,01/04/2022,W,240,104,39,80,48.8,6,28,21.4,20,28,71.4,14,37,51,17,6,0,10,23,10
SAC,SAC @ LAL,01/04/2022,L,240,114,43,83,51.8,14,34,41.2,14,18,77.8,9,36,45,31,2,3,18,18,-8
LAL,LAL vs. SAC,01/04/2022,W,240,122,49,99,49.5,11,32,34.4,13,20,65,14,30,44,24,6,5,5,16,8
CLE,CLE vs. MEM,01/04/2022,L,240,106,40,92,43.5,10,34,29.4,16,21,76.2,14,35,49,28,2,6,13,14,-4
PHX,PHX @ NOP,01/04/2022,W,240,123,46,85,54.1,17,31,54.8,14,20,70,5,37,42,32,7,5,11,24,13
NOP,NOP vs. PHX,01/04/2022,L,240,110,36,89,40.4,10,33,30.3,28,32,87.5,15,33,48,28,7,3,12,21,-13
BKN,BKN vs. MEM,01/03/2022,L,240,104,37,82,45.1,9,31,29,21,26,80.8,8,25,33,28,10,10,13,20,-14
WAS,WAS vs. CHA,01/03/2022,W,240,124,40,87,46,16,38,42.1,28,31,90.3,10,41,51,26,5,4,15,12,3
DAL,DAL vs. DEN,01/03/2022,W,240,103,35,78,44.9,14,37,37.8,19,21,90.5,5,23,28,23,12,5,11,21,14
CHI,CHI vs. ORL,01/03/2022,W,240,102,37,86,43,11,31,35.5,17,23,73.9,10,39,49,17,10,4,13,16,4
ORL,ORL @ CHI,01/03/2022,L,240,98,36,85,42.4,10,27,37,16,18,88.9,5,39,44,24,5,2,13,17,-4
MEM,MEM @ BKN,01/03/2022,W,240,118,48,102,47.1,10,35,28.6,12,21,57.1,23,38,61,24,11,5,13,21,14
MIA,MIA @ GSW,01/03/2022,L,240,108,37,90,41.1,17,42,40.5,17,19,89.5,11,38,49,24,5,2,19,13,-7
MIL,MIL vs. DET,01/03/2022,L,240,106,39,92,42.4,11,46,23.9,17,22,77.3,11,36,47,21,9,2,8,12,-9
DET,DET @ MIL,01/03/2022,W,240,115,44,91,48.4,18,43,41.9,9,14,64.3,9,38,47,31,6,1,14,21,9
CHA,CHA @ WAS,01/03/2022,L,240,121,50,104,48.1,14,38,36.8,7,13,53.8,13,32,45,28,14,5,9,22,-3
PHI,PHI vs. HOU,01/03/2022,W,240,133,50,96,52.1,17,40,42.5,16,17,94.1,12,42,54,33,7,7,14,21,20
UTA,UTA @ NOP,01/03/2022,W,240,115,41,85,48.2,19,39,48.7,14,17,82.4,10,33,43,22,6,4,15,24,11
NOP,NOP vs. UTA,01/03/2022,L,240,104,39,97,40.2,12,46,26.1,14,22,63.6,17,30,47,21,7,5,10,21,-11
HOU,HOU @ PHI,01/03/2022,L,240,113,37,89,41.6,15,44,34.1,24,33,72.7,11,31,42,25,6,4,11,16,-20
LAC,LAC vs. MIN,01/03/2022,L,240,104,39,78,50,11,32,34.4,15,17,88.2,4,27,31,22,12,3,21,10,-18
ATL,ATL @ POR,01/03/2022,L,240,131,48,88,54.5,14,41,34.1,21,24,87.5,9,30,39,31,6,1,13,24,-5
DEN,DEN @ DAL,01/03/2022,L,240,89,31,67,46.3,6,25,24,21,29,72.4,11,36,47,21,6,1,26,24,-14
MIN,MIN @ LAC,01/03/2022,W,240,122,49,93,52.7,16,45,35.6,8,9,88.9,11,29,40,34,9,4,17,14,18
GSW,GSW vs. MIA,01/03/2022,W,240,115,45,92,48.9,14,38,36.8,11,13,84.6,7,36,43,39,11,6,12,17,7
POR,POR vs. ATL,01/03/2022,W,240,136,47,89,52.8,18,41,43.9,24,28,85.7,12,29,41,29,10,3,10,19,5
SAC,SAC vs. MIA,01/02/2022,W,240,115,40,78,51.3,13,34,38.2,22,27,81.5,7,32,39,31,3,2,16,18,2
PHX,PHX @ CHA,01/02/2022,W,240,133,52,103,50.5,17,41,41.5,12,12,100,14,39,53,36,15,4,17,21,34
LAL,LAL vs. MIN,01/02/2022,W,240,108,36,75,48,13,41,31.7,23,29,79.3,4,24,28,20,13,5,18,16,5
NYK,NYK @ TOR,01/02/2022,L,240,105,35,78,44.9,12,36,33.3,23,28,82.1,7,23,30,22,11,4,18,26,-15
DAL,DAL @ OKC,01/02/2022,W,240,95,38,85,44.7,14,39,35.9,5,7,71.4,7,41,48,28,9,3,16,12,9
TOR,TOR vs. NYK,01/02/2022,W,240,120,41,86,47.7,13,34,38.2,25,30,83.3,11,33,44,21,9,5,17,27,15
OKC,OKC vs. DAL,01/02/2022,L,240,86,35,85,41.2,10,30,33.3,6,9,66.7,7,34,41,20,11,4,11,16,-9
MIA,MIA @ SAC,01/02/2022,L,240,113,46,105,43.8,9,33,27.3,12,12,100,18,31,49,26,4,3,9,18,-2
CHA,CHA vs. PHX,01/02/2022,L,240,99,39,85,45.9,9,35,25.7,12,21,57.1,5,29,34,27,10,9,18,15,-34
BOS,BOS vs. ORL,01/02/2022,W,265,116,39,86,45.3,13,36,36.1,25,28,89.3,9,37,46,25,5,10,22,23,5
ORL,ORL @ BOS,01/02/2022,L,265,111,40,95,42.1,9,27,33.3,22,27,81.5,10,35,45,17,12,3,16,24,-5
CLE,CLE vs. IND,01/02/2022,W,240,108,41,88,46.6,6,26,23.1,20,28,71.4,12,36,48,26,6,4,11,11,4
IND,IND @ CLE,01/02/2022,L,240,104,37,83,44.6,19,46,41.3,11,14,78.6,9,30,39,24,6,6,14,24,-4
MIN,MIN @ LAL,01/02/2022,L,240,103,41,92,44.6,9,38,23.7,12,16,75,20,36,56,21,9,2,24,22,-5
DEN,DEN @ HOU,01/01/2022,W,240,124,46,86,53.5,10,32,31.3,22,27,81.5,13,33,46,33,10,6,18,23,13
MIL,MIL vs. NOP,01/01/2022,W,240,136,49,92,53.3,23,48,47.9,15,18,83.3,4,44,48,27,10,4,14,20,23
NOP,NOP @ MIL,01/01/2022,L,240,113,39,95,41.1,16,51,31.4,19,30,63.3,14,36,50,28,10,5,15,16,-23
BKN,BKN vs. LAC,01/01/2022,L,240,116,42,97,43.3,11,33,33.3,21,25,84,17,40,57,26,9,2,15,20,-4
LAC,LAC @ BKN,01/01/2022,W,240,120,42,86,48.8,14,36,38.9,22,31,71,7,33,40,23,7,6,11,19,4
CHI,CHI @ WAS,01/01/2022,W,240,120,41,84,48.8,17,34,50,21,25,84,6,38,44,17,4,4,15,24,1
WAS,WAS vs. CHI,01/01/2022,L,240,119,46,87,52.9,6,27,22.2,21,26,80.8,6,37,43,26,9,3,12,22,-1
SAS,SAS @ DET,01/01/2022,L,265,116,42,102,41.2,12,40,30,20,28,71.4,13,35,48,30,8,3,17,27,-1
DET,DET vs. SAS,01/01/2022,W,265,117,41,101,40.6,9,35,25.7,26,33,78.8,22,41,63,18,12,6,21,23,1
HOU,HOU vs. DEN,01/01/2022,L,240,111,37,85,43.5,16,42,38.1,21,24,87.5,13,23,36,20,10,4,18,24,-13
GSW,GSW @ UTA,01/01/2022,W,240,123,46,86,53.5,17,32,53.1,14,21,66.7,7,33,40,39,10,2,15,24,7
UTA,UTA vs. GSW,01/01/2022,L,240,116,40,92,43.5,14,44,31.8,22,28,78.6,15,30,45,19,7,0,13,21,-7
PHX,PHX @ BOS,12/31/2021,L,240,108,41,100,41,11,35,31.4,15,16,93.8,15,22,37,20,10,2,10,21,-15
BOS,BOS vs. PHX,12/31/2021,W,240,123,45,83,54.2,10,27,37,23,26,88.5,13,38,51,28,6,7,18,18,15
IND,IND vs. CHI,12/31/2021,L,240,106,38,91,41.8,8,31,25.8,22,29,75.9,17,38,55,23,7,8,17,22,-2
MIA,MIA @ HOU,12/31/2021,W,240,120,40,86,46.5,14,33,42.4,26,31,83.9,11,32,43,21,7,6,14,16,10
HOU,HOU vs. MIA,12/31/2021,L,240,110,41,93,44.1,14,42,33.3,14,17,82.4,15,31,46,21,9,4,18,27,-10
NYK,NYK @ OKC,12/31/2021,L,240,80,30,81,37,8,41,19.5,12,22,54.5,5,43,48,12,6,3,10,12,-15
OKC,OKC vs. NYK,12/31/2021,W,240,95,36,87,41.4,18,43,41.9,5,7,71.4,7,42,49,21,6,3,10,17,15
CLE,CLE vs. ATL,12/31/2021,L,240,118,48,84,57.1,8,25,32,14,24,58.3,8,38,46,27,1,8,9,18,-3
POR,POR @ LAL,12/31/2021,L,240,106,36,102,35.3,12,42,28.6,22,27,81.5,21,33,54,19,4,2,9,22,-33
MIN,MIN @ UTA,12/31/2021,L,240,108,40,93,43,14,41,34.1,14,22,63.6,11,30,41,23,9,5,10,30,-12
UTA,UTA vs. MIN,12/31/2021,W,240,120,37,78,47.4,11,29,37.9,35,41,85.4,10,39,49,18,4,5,18,20,12
TOR,TOR vs. LAC,12/31/2021,W,240,116,40,96,41.7,11,35,31.4,25,33,75.8,18,36,54,19,8,4,7,18,8
ATL,ATL @ CLE,12/31/2021,W,240,121,43,97,44.3,16,38,42.1,19,21,90.5,14,30,44,23,8,4,2,23,3
CHI,CHI @ IND,12/31/2021,W,240,108,35,86,40.7,12,27,44.4,26,30,86.7,8,34,42,22,11,5,11,19,2
SAS,SAS @ MEM,12/31/2021,L,240,105,39,90,43.3,12,35,34.3,15,24,62.5,11,36,47,24,3,8,11,15,-13
MEM,MEM vs. SAS,12/31/2021,W,240,118,49,102,48,10,26,38.5,10,16,62.5,16,42,58,28,7,11,10,18,13
SAC,SAC vs. DAL,12/31/2021,L,240,96,38,91,41.8,10,29,34.5,10,12,83.3,8,25,33,25,7,4,10,16,-16
LAC,LAC @ TOR,12/31/2021,L,240,108,38,78,48.7,15,34,44.1,17,19,89.5,3,34,37,27,6,7,13,24,-8
DAL,DAL @ SAC,12/31/2021,W,240,112,42,81,51.9,9,22,40.9,19,22,86.4,10,37,47,30,5,7,13,14,16
LAL,LAL vs. POR,12/31/2021,W,240,139,47,85,55.3,19,41,46.3,26,30,86.7,5,42,47,27,6,9,7,21,33
WAS,WAS vs. CLE,12/30/2021,W,240,110,45,90,50,9,29,31,11,17,64.7,10,37,47,27,7,8,8,19,17
MIL,MIL @ ORL,12/30/2021,W,240,136,45,91,49.5,13,33,39.4,33,36,91.7,14,36,50,24,7,6,13,19,18
ORL,ORL vs. MIL,12/30/2021,L,240,118,42,87,48.3,13,36,36.1,21,27,77.8,6,27,33,26,5,1,10,26,-18
CLE,CLE @ WAS,12/30/2021,L,240,93,35,83,42.2,8,28,28.6,15,23,65.2,8,36,44,20,4,3,13,17,-17
BKN,BKN vs. PHI,12/30/2021,L,240,102,37,81,45.7,7,27,25.9,21,27,77.8,12,40,52,21,4,9,18,22,-8
PHI,PHI @ BKN,12/30/2021,W,240,110,42,100,42,13,32,40.6,13,20,65,14,29,43,22,10,4,8,20,8
CHA,CHA @ IND,12/29/2021,W,240,116,44,85,51.8,9,26,34.6,19,32,59.4,8,40,48,27,12,5,14,20,8
UTA,UTA @ POR,12/29/2021,W,240,120,46,87,52.9,8,29,27.6,20,32,62.5,13,33,46,22,6,3,11,20,15
POR,POR vs. UTA,12/29/2021,L,240,105,37,88,42,14,40,35,17,24,70.8,11,34,45,23,6,3,11,28,-15
CHI,CHI vs. ATL,12/29/2021,W,240,131,52,84,61.9,10,22,45.5,17,22,77.3,6,35,41,38,9,6,15,18,14
ATL,ATL @ CHI,12/29/2021,L,240,117,44,92,47.8,11,26,42.3,18,26,69.2,10,27,37,26,6,3,11,17,-14
LAC,LAC @ BOS,12/29/2021,W,240,91,33,81,40.7,11,28,39.3,14,17,82.4,9,40,49,17,5,4,16,12,9
BOS,BOS vs. LAC,12/29/2021,L,240,82,35,101,34.7,4,42,9.5,8,11,72.7,21,29,50,19,8,8,8,16,-9
NYK,NYK @ DET,12/29/2021,W,240,94,31,81,38.3,8,31,25.8,24,27,88.9,11,37,48,19,11,5,17,14,9
DET,DET vs. NYK,12/29/2021,L,240,85,30,81,37,12,35,34.3,13,17,76.5,8,35,43,19,11,5,17,23,-9
OKC,OKC @ PHX,12/29/2021,L,240,97,38,96,39.6,7,35,20,14,16,87.5,14,31,45,19,6,1,12,24,-18
PHX,PHX vs. OKC,12/29/2021,W,240,115,41,89,46.1,12,34,35.3,21,28,75,18,38,56,22,7,7,15,15,18
DAL,DAL @ SAC,12/29/2021,L,240,94,38,81,46.9,9,24,37.5,9,13,69.2,7,29,36,23,7,5,13,19,-1
SAC,SAC vs. DAL,12/29/2021,W,240,95,36,75,48,10,26,38.5,13,15,86.7,7,31,38,21,5,2,15,21,1
IND,IND vs. CHA,12/29/2021,L,240,108,36,86,41.9,17,45,37.8,19,29,65.5,10,35,45,25,8,6,18,20,-8
MEM,MEM vs. LAL,12/29/2021,W,240,104,35,85,41.2,10,30,33.3,24,29,82.8,13,30,43,18,13,5,13,11,5
LAL,LAL @ MEM,12/29/2021,L,240,99,39,86,45.3,15,41,36.6,6,8,75,7,32,39,24,5,5,18,25,-5
NYK,NYK @ MIN,12/28/2021,W,240,96,37,90,41.1,16,40,40,6,16,37.5,15,39,54,20,5,4,16,20,8
MIN,MIN vs. NYK,12/28/2021,L,240,88,34,85,40,7,38,18.4,13,20,65,10,35,45,22,6,11,11,22,-8
OKC,OKC @ SAC,12/28/2021,L,240,111,35,90,38.9,11,33,33.3,30,36,83.3,8,37,45,16,6,6,9,21,-6
TOR,TOR vs. PHI,12/28/2021,L,240,109,38,87,43.7,15,41,36.6,18,22,81.8,9,34,43,24,7,5,10,24,-5
PHI,PHI @ TOR,12/28/2021,W,240,114,34,77,44.2,14,30,46.7,32,38,84.2,8,34,42,23,6,4,8,18,5
HOU,HOU vs. LAL,12/28/2021,L,240,123,44,83,53,16,35,45.7,19,25,76,4,26,30,24,10,7,14,20,-9
LAL,LAL @ HOU,12/28/2021,W,240,132,48,92,52.2,14,34,41.2,22,29,75.9,14,34,48,27,8,6,12,23,9
MIL,MIL @ ORL,12/28/2021,W,240,127,47,85,55.3,17,37,45.9,16,22,72.7,7,33,40,31,4,3,13,20,17
NOP,NOP vs. CLE,12/28/2021,W,240,108,36,80,45,16,36,44.4,20,26,76.9,8,36,44,24,3,8,13,16,4
CLE,CLE @ NOP,12/28/2021,L,240,104,37,88,42,14,41,34.1,16,19,84.2,11,31,42,27,6,3,8,19,-4
DEN,DEN @ GSW,12/28/2021,W,240,89,34,83,41,8,33,24.2,13,20,65,13,31,44,24,10,5,16,19,3
GSW,GSW vs. DEN,12/28/2021,L,240,86,30,72,41.7,10,32,31.3,16,31,51.6,8,35,43,20,8,2,17,20,-3
MIA,MIA vs. WAS,12/28/2021,W,240,119,41,92,44.6,16,34,47.1,21,23,91.3,14,28,42,26,14,5,8,13,7
WAS,WAS @ MIA,12/28/2021,L,240,112,42,85,49.4,17,42,40.5,11,14,78.6,13,34,47,27,5,3,18,20,-7
SAC,SAC vs. OKC,12/28/2021,W,240,117,40,95,42.1,17,39,43.6,20,27,74.1,11,46,57,25,3,9,10,22,6
ORL,ORL vs. MIL,12/28/2021,L,240,110,38,83,45.8,12,39,30.8,22,26,84.6,7,30,37,24,7,4,13,25,-17
DAL,DAL @ POR,12/27/2021,W,240,132,48,84,57.1,12,33,36.4,24,33,72.7,10,31,41,38,6,4,13,31,15
POR,POR vs. DAL,12/27/2021,L,240,117,35,82,42.7,12,40,30,35,42,83.3,8,25,33,19,4,5,11,28,-15
BKN,BKN @ LAC,12/27/2021,W,240,124,50,88,56.8,13,34,38.2,11,16,68.8,7,40,47,31,7,8,15,25,16
MEM,MEM @ PHX,12/27/2021,W,240,114,45,88,51.1,11,29,37.9,13,17,76.5,15,35,50,22,10,6,19,23,1
PHX,PHX vs. MEM,12/27/2021,L,240,113,41,90,45.6,11,31,35.5,20,23,87,10,25,35,25,11,2,11,16,-1
LAC,LAC vs. BKN,12/27/2021,L,240,108,37,97,38.1,14,37,37.8,20,27,74.1,17,28,45,25,7,4,12,17,-16
CHA,CHA vs. HOU,12/27/2021,W,240,123,47,88,53.4,18,41,43.9,11,14,78.6,7,32,39,33,13,4,16,18,24
CHI,CHI @ ATL,12/27/2021,W,240,130,51,94,54.3,18,37,48.6,10,14,71.4,9,35,44,29,5,6,10,19,12
ATL,ATL vs. CHI,12/27/2021,L,240,118,40,89,44.9,15,34,44.1,23,26,88.5,11,34,45,22,3,5,10,14,-12
HOU,HOU @ CHA,12/27/2021,L,240,99,36,87,41.4,15,46,32.6,12,18,66.7,13,31,44,20,9,3,21,15,-24
UTA,UTA @ SAS,12/27/2021,W,240,110,39,86,45.3,9,31,29,23,30,76.7,7,48,55,19,9,4,15,15,6
BOS,BOS @ MIN,12/27/2021,L,240,103,33,89,37.1,16,47,34,21,28,75,15,38,53,23,8,10,14,16,-5
MIN,MIN vs. BOS,12/27/2021,W,240,108,40,90,44.4,14,34,41.2,14,19,73.7,11,42,53,30,7,5,14,17,5
SAS,SAS vs. UTA,12/27/2021,L,240,104,45,100,45,10,30,33.3,4,9,44.4,9,35,44,26,8,3,10,24,-6
NOP,NOP @ OKC,12/26/2021,L,240,112,39,94,41.5,10,41,24.4,24,28,85.7,11,38,49,26,10,4,11,19,-5
SAC,SAC vs. MEM,12/26/2021,L,240,102,34,81,42,10,29,34.5,24,27,88.9,9,29,38,22,7,9,18,23,-25
MIA,MIA vs. ORL,12/26/2021,W,240,93,36,89,40.4,10,34,29.4,11,18,61.1,20,31,51,28,7,1,14,19,10
LAC,LAC vs. DEN,12/26/2021,L,240,100,40,86,46.5,8,26,30.8,12,18,66.7,8,38,46,26,8,7,14,22,-3
CLE,CLE vs. TOR,12/26/2021,W,240,144,56,106,52.8,22,52,42.3,10,12,83.3,13,39,52,39,12,5,15,17,45
DEN,DEN @ LAC,12/26/2021,W,240,103,39,95,41.1,15,41,36.6,10,11,90.9,10,38,48,29,7,4,14,20,3
WAS,WAS vs. PHI,12/26/2021,L,240,96,35,90,38.9,8,33,24.2,18,28,64.3,14,29,43,22,6,1,8,18,-21
