TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,"""+/-"""
ORL,ORL vs. CHA,01/25/2021,W,240,117,42,88,47.7,19,37,51.4,14,22,63.6,10,39,49,31,10,3,16,21,9
CHA,CHA @ ORL,01/25/2021,L,240,108,39,89,43.8,11,38,28.9,19,27,70.4,11,30,41,22,5,6,14,20,-9
LAL,LAL @ CLE,01/25/2021,W,240,115,42,87,48.3,10,32,31.3,21,28,75,15,25,40,21,7,7,14,23,7
MIA,MIA @ BKN,01/25/2021,L,240,85,31,84,36.9,11,43,25.6,12,17,70.6,8,37,45,20,3,7,14,21,-13
TOR,TOR @ IND,01/25/2021,L,240,114,38,93,40.9,14,38,36.8,24,27,88.9,13,26,39,24,9,6,12,25,-15
IND,IND vs. TOR,01/25/2021,W,240,129,40,78,51.3,12,29,41.4,37,45,82.2,7,38,45,26,5,8,15,25,15
BKN,BKN vs. MIA,01/25/2021,W,240,98,34,85,40,11,38,28.9,19,22,86.4,6,43,49,24,6,5,9,18,13
DAL,DAL vs. DEN,01/25/2021,L,240,113,41,84,48.8,11,32,34.4,20,24,83.3,8,26,34,26,11,4,11,22,-4
OKC,OKC @ POR,01/25/2021,W,240,125,43,84,51.2,18,40,45,21,35,60,9,34,43,25,5,6,8,19,3
POR,POR vs. OKC,01/25/2021,L,240,122,46,98,46.9,14,41,34.1,16,21,76.2,15,35,50,17,6,3,9,23,-3
TOR,TOR @ IND,01/24/2021,W,240,107,37,90,41.1,15,35,42.9,18,26,69.2,12,33,45,24,12,8,17,18,5
IND,IND vs. TOR,01/24/2021,L,240,102,35,87,40.2,13,39,33.3,19,22,86.4,12,35,47,23,10,8,19,23,-5
CLE,CLE @ BOS,01/24/2021,L,240,103,34,85,40,10,33,30.3,25,34,73.5,11,23,34,24,10,8,17,23,-38
BOS,BOS vs. CLE,01/24/2021,W,240,141,52,93,55.9,14,28,50,23,27,85.2,13,42,55,26,14,8,16,23,38
ORL,ORL vs. CHA,01/24/2021,L,240,104,39,87,44.8,17,38,44.7,9,13,69.2,11,32,43,27,4,4,16,18,-3
CHA,CHA @ ORL,01/24/2021,W,240,107,42,88,47.7,14,36,38.9,9,16,56.3,9,34,43,28,10,5,12,17,3
OKC,OKC @ LAC,01/24/2021,L,240,100,42,95,44.2,7,35,20,9,14,64.3,12,39,51,22,7,2,13,19,-8
LAC,LAC vs. OKC,01/24/2021,W,240,108,41,92,44.6,14,46,30.4,12,16,75,8,38,46,26,4,2,10,10,8
POR,POR vs. NYK,01/24/2021,W,240,116,39,83,47,17,46,37,21,23,91.3,9,30,39,19,5,8,11,16,3
NYK,NYK @ POR,01/24/2021,L,240,113,39,86,45.3,12,29,41.4,23,25,92,13,34,47,20,9,0,12,20,-3
WAS,WAS @ SAS,01/24/2021,L,240,101,39,92,42.4,14,42,33.3,9,14,64.3,12,38,50,23,5,5,14,14,-20
ATL,ATL @ MIL,01/24/2021,L,240,115,42,83,50.6,14,39,35.9,17,22,77.3,5,22,27,27,8,4,9,23,-14
MIL,MIL vs. ATL,01/24/2021,W,240,129,50,91,54.9,10,31,32.3,19,27,70.4,16,36,52,32,4,2,17,16,14
SAS,SAS vs. WAS,01/24/2021,W,240,121,48,96,50,15,31,48.4,10,11,90.9,5,39,44,27,11,5,9,14,20
PHI,PHI @ DET,01/23/2021,W,240,114,38,83,45.8,8,23,34.8,30,38,78.9,12,37,49,14,10,7,15,24,4
LAL,LAL @ CHI,01/23/2021,W,240,101,36,79,45.6,4,19,21.1,25,31,80.6,5,37,42,20,7,4,19,18,11
BKN,BKN vs. MIA,01/23/2021,W,240,128,44,83,53,19,37,51.4,21,26,80.8,9,38,47,34,0,6,17,26,4
MIA,MIA @ BKN,01/23/2021,L,240,124,42,89,47.2,13,46,28.3,27,32,84.4,2,29,31,29,7,1,8,23,-4
HOU,HOU @ DAL,01/23/2021,W,240,133,47,86,54.7,16,37,43.2,23,29,79.3,13,39,52,28,5,5,14,28,25
PHX,PHX vs. DEN,01/23/2021,L,290,112,41,102,40.2,16,53,30.2,14,18,77.8,7,43,50,26,8,4,10,31,-8
DEN,DEN @ PHX,01/23/2021,W,290,120,40,97,41.2,15,36,41.7,25,32,78.1,12,53,65,22,4,3,18,20,8
DAL,DAL vs. HOU,01/23/2021,L,240,108,37,83,44.6,5,25,20,29,40,72.5,10,26,36,15,7,4,10,23,-25
CHI,CHI vs. LAL,01/23/2021,L,240,90,33,84,39.3,8,25,32,16,22,72.7,10,35,45,18,8,1,19,28,-11
NOP,NOP @ MIN,01/23/2021,L,240,110,40,87,46,10,33,30.3,20,28,71.4,10,32,42,21,5,4,21,24,-10
MIN,MIN vs. NOP,01/23/2021,W,240,120,39,91,42.9,12,34,35.3,30,37,81.1,14,36,50,23,14,4,13,22,10
DET,DET vs. PHI,01/23/2021,L,240,110,37,86,43,14,33,42.4,22,30,73.3,8,35,43,25,9,8,16,28,-4
GSW,GSW @ UTA,01/23/2021,L,240,108,42,93,45.2,14,39,35.9,10,15,66.7,4,31,35,30,6,8,11,21,-19
UTA,UTA vs. GSW,01/23/2021,W,240,127,45,94,47.9,20,50,40,17,22,77.3,14,43,57,28,6,4,16,20,19
CLE,CLE vs. BKN,01/22/2021,W,240,125,45,87,51.7,8,25,32,27,32,84.4,13,37,50,24,7,3,15,18,12
CHA,CHA vs. CHI,01/22/2021,L,240,110,42,85,49.4,7,32,21.9,19,25,76,12,34,46,22,8,1,21,12,-13
BOS,BOS @ PHI,01/22/2021,L,240,110,41,90,45.6,12,30,40,16,20,80,10,22,32,23,10,5,13,21,-12
ORL,ORL @ IND,01/22/2021,L,265,118,43,94,45.7,17,37,45.9,15,24,62.5,13,36,49,29,7,3,14,14,-2
IND,IND vs. ORL,01/22/2021,W,265,120,46,93,49.5,12,34,35.3,16,18,88.9,8,36,44,28,9,5,10,19,2
CHI,CHI @ CHA,01/22/2021,W,240,123,49,96,51,15,43,34.9,10,12,83.3,15,28,43,33,11,4,16,21,13
BKN,BKN @ CLE,01/22/2021,L,240,113,42,87,48.3,14,43,32.6,15,17,88.2,6,23,29,23,5,8,11,25,-12
SAS,SAS vs. DAL,01/22/2021,L,240,117,41,89,46.1,12,28,42.9,23,30,76.7,9,40,49,21,3,5,7,18,-5
DAL,DAL @ SAS,01/22/2021,W,240,122,45,93,48.4,14,39,35.9,18,20,90,7,35,42,23,3,2,6,21,5
TOR,TOR vs. MIA,01/22/2021,W,240,101,39,84,46.4,17,40,42.5,6,9,66.7,12,33,45,22,11,3,22,16,20
MIA,MIA @ TOR,01/22/2021,L,240,81,33,77,42.9,7,31,22.6,8,10,80,4,28,32,19,13,4,19,14,-20
MIN,MIN vs. ATL,01/22/2021,L,240,98,40,93,43,8,32,25,10,12,83.3,10,30,40,30,14,8,13,21,-18
ATL,ATL @ MIN,01/22/2021,W,240,116,38,83,45.8,15,35,42.9,25,30,83.3,13,42,55,21,9,12,17,16,18
NYK,NYK @ SAC,01/22/2021,L,240,94,36,94,38.3,5,22,22.7,17,25,68,16,41,57,19,2,6,12,21,-9
SAC,SAC vs. NYK,01/22/2021,W,240,103,38,91,41.8,12,34,35.3,15,21,71.4,12,43,55,21,6,14,6,25,9
DEN,DEN @ PHX,01/22/2021,W,265,130,53,103,51.5,6,26,23.1,18,19,94.7,10,33,43,32,12,1,9,15,4
PHX,PHX vs. DEN,01/22/2021,L,265,126,47,94,50,17,44,38.6,15,15,100,9,36,45,30,7,4,16,23,-4
HOU,HOU @ DET,01/22/2021,W,240,103,37,95,38.9,14,41,34.1,15,20,75,14,37,51,24,7,11,14,28,1
DET,DET vs. HOU,01/22/2021,L,240,102,31,82,37.8,15,32,46.9,25,37,67.6,14,41,55,17,5,8,19,21,-1
OKC,OKC @ LAC,01/22/2021,L,240,106,41,87,47.1,14,42,33.3,10,13,76.9,4,25,29,24,8,1,11,21,-14
LAC,LAC vs. OKC,01/22/2021,W,240,120,43,84,51.2,10,33,30.3,24,25,96,9,39,48,21,8,7,13,19,14
PHI,PHI vs. BOS,01/22/2021,W,240,122,45,81,55.6,12,28,42.9,20,24,83.3,10,35,45,23,9,7,20,23,12
NOP,NOP @ UTA,01/21/2021,L,240,118,42,85,49.4,11,25,44,23,30,76.7,10,31,41,27,9,2,18,19,-11
LAL,LAL @ MIL,01/21/2021,W,240,113,41,88,46.6,19,37,51.4,12,15,80,6,32,38,25,8,8,10,14,7
MIL,MIL vs. LAL,01/21/2021,L,240,106,44,87,50.6,9,28,32.1,9,12,75,5,41,46,27,5,5,15,18,-7
GSW,GSW vs. NYK,01/21/2021,L,240,104,33,86,38.4,9,38,23.7,29,39,74.4,9,37,46,27,5,3,10,26,-15
UTA,UTA vs. NOP,01/21/2021,W,240,129,44,88,50,17,39,43.6,24,25,96,8,31,39,27,8,8,15,27,11
NYK,NYK @ GSW,01/21/2021,W,240,119,38,82,46.3,11,24,45.8,32,41,78,11,44,55,24,5,9,11,29,15
DET,DET @ ATL,01/20/2021,L,265,115,44,97,45.4,10,31,32.3,17,19,89.5,7,35,42,22,9,3,13,28,-8
TOR,TOR vs. MIA,01/20/2021,L,240,102,35,88,39.8,16,49,32.7,16,18,88.9,12,29,41,27,8,3,13,21,-9
MIA,MIA @ TOR,01/20/2021,W,240,111,39,80,48.8,18,40,45,15,17,88.2,8,38,46,29,4,5,19,19,9
BOS,BOS @ PHI,01/20/2021,L,240,109,42,89,47.2,12,33,36.4,13,20,65,10,35,45,22,3,0,16,29,-8
PHI,PHI vs. BOS,01/20/2021,W,240,117,36,78,46.2,9,27,33.3,36,45,80,11,30,41,20,12,3,9,20,8
SAC,SAC @ LAC,01/20/2021,L,240,96,39,86,45.3,13,28,46.4,5,12,41.7,4,35,39,25,11,4,18,15,-19
LAC,LAC vs. SAC,01/20/2021,W,240,115,41,86,47.7,16,35,45.7,17,18,94.4,6,42,48,24,14,6,17,15,19
DAL,DAL @ IND,01/20/2021,W,240,124,51,97,52.6,8,27,29.6,14,17,82.4,9,40,49,32,5,6,8,17,12
IND,IND vs. DAL,01/20/2021,L,240,112,41,92,44.6,16,39,41,14,21,66.7,8,30,38,21,6,3,10,20,-12
CLE,CLE vs. BKN,01/20/2021,W,290,147,56,109,51.4,20,40,50,15,21,71.4,12,38,50,29,10,6,15,21,12
BKN,BKN @ CLE,01/20/2021,L,290,135,48,106,45.3,15,41,36.6,24,27,88.9,13,39,52,30,8,11,16,24,-12
PHX,PHX @ HOU,01/20/2021,W,240,109,42,89,47.2,8,34,23.5,17,19,89.5,8,37,45,25,6,11,17,21,6
HOU,HOU vs. PHX,01/20/2021,L,240,103,37,88,42,10,31,32.3,19,22,86.4,7,32,39,17,11,5,16,19,-6
ORL,ORL @ MIN,01/20/2021,W,240,97,36,92,39.1,10,31,32.3,15,21,71.4,13,35,48,26,5,8,12,17,1
MIN,MIN vs. ORL,01/20/2021,L,240,96,36,85,42.4,15,35,42.9,9,14,64.3,8,35,43,25,5,12,16,20,-1
GSW,GSW vs. SAS,01/20/2021,W,240,121,46,91,50.5,15,38,39.5,14,20,70,10,44,54,31,6,2,15,22,22
SAS,SAS @ GSW,01/20/2021,L,240,99,35,94,37.2,4,33,12.1,25,31,80.6,12,31,43,17,7,2,10,15,-22
ATL,ATL vs. DET,01/20/2021,W,265,123,44,100,44,9,23,39.1,26,38,68.4,23,40,63,21,6,10,14,15,8
NOP,NOP @ UTA,01/19/2021,L,240,102,43,95,45.3,6,26,23.1,10,15,66.7,10,28,38,17,8,3,8,15,-16
UTA,UTA vs. NOP,01/19/2021,W,240,118,43,85,50.6,21,47,44.7,11,17,64.7,11,43,54,28,4,7,16,17,16
OKC,OKC @ DEN,01/19/2021,L,240,101,36,86,41.9,14,43,32.6,15,23,65.2,9,32,41,22,8,4,19,15,-18
DEN,DEN vs. OKC,01/19/2021,W,240,119,46,105,43.8,14,42,33.3,13,14,92.9,18,40,58,29,11,3,15,22,18
MIA,MIA vs. DET,01/18/2021,W,240,113,43,75,57.3,12,30,40,15,19,78.9,5,31,36,23,8,6,18,27,6
SAS,SAS @ POR,01/18/2021,W,240,125,48,90,53.3,15,33,45.5,14,16,87.5,12,36,48,33,6,6,13,17,21
POR,POR vs. SAS,01/18/2021,L,240,104,39,90,43.3,10,35,28.6,16,19,84.2,8,26,34,20,9,6,13,15,-21
DET,DET @ MIA,01/18/2021,L,240,107,38,82,46.3,13,37,35.1,18,24,75,10,22,32,24,8,3,18,23,-6
MIL,MIL @ BKN,01/18/2021,L,240,123,46,105,43.8,11,38,28.9,20,24,83.3,11,30,41,21,9,2,6,15,-2
BKN,BKN vs. MIL,01/18/2021,W,240,125,46,84,54.8,15,31,48.4,18,21,85.7,7,42,49,26,2,5,17,19,2
ATL,ATL vs. MIN,01/18/2021,W,240,108,37,79,46.8,11,28,39.3,23,25,92,7,41,48,32,15,8,26,17,11
DAL,DAL @ TOR,01/18/2021,L,240,93,31,82,37.8,9,36,25,22,27,81.5,8,30,38,21,6,4,17,16,-23
GSW,GSW @ LAL,01/18/2021,W,240,115,44,87,50.6,12,37,32.4,15,20,75,5,27,32,31,8,3,13,27,2
LAL,LAL vs. GSW,01/18/2021,L,240,113,40,83,48.2,9,29,31,24,33,72.7,12,38,50,23,6,5,19,22,-2
NYK,NYK vs. ORL,01/18/2021,W,240,91,31,87,35.6,5,27,18.5,24,34,70.6,13,40,53,15,6,4,8,16,7
MIN,MIN @ ATL,01/18/2021,L,240,97,36,91,39.6,14,37,37.8,11,16,68.8,9,30,39,22,16,6,18,21,-11
ORL,ORL @ NYK,01/18/2021,L,240,84,29,86,33.7,12,38,31.6,14,16,87.5,10,41,51,18,4,9,12,24,-7
TOR,TOR vs. DAL,01/18/2021,W,240,116,44,88,50,12,33,36.4,16,18,88.9,9,37,46,23,9,6,15,23,23
CHI,CHI vs. HOU,01/18/2021,W,240,125,43,92,46.7,20,45,44.4,19,21,90.5,10,37,47,23,10,3,19,19,5
HOU,HOU @ CHI,01/18/2021,L,240,120,46,88,52.3,17,40,42.5,11,17,64.7,2,34,36,25,8,1,17,20,-5
PHX,PHX @ MEM,01/18/2021,L,240,104,40,88,45.5,15,36,41.7,9,16,56.3,12,32,44,30,8,4,18,20,-4
MEM,MEM vs. PHX,01/18/2021,W,240,108,41,83,49.4,11,26,42.3,15,20,75,9,31,40,31,13,3,15,15,4
CHI,CHI @ DAL,01/17/2021,W,240,117,43,85,50.6,7,25,28,24,33,72.7,5,42,47,32,14,6,14,23,16
DAL,DAL vs. CHI,01/17/2021,L,240,101,41,93,44.1,8,31,25.8,11,19,57.9,12,35,47,18,6,2,17,23,-16
UTA,UTA @ DEN,01/17/2021,W,240,109,39,76,51.3,15,37,40.5,16,28,57.1,7,29,36,24,7,6,13,21,4
DEN,DEN vs. UTA,01/17/2021,L,240,105,40,100,40,14,37,37.8,11,15,73.3,23,29,52,25,6,6,10,23,-4
BOS,BOS vs. NYK,01/17/2021,L,240,75,25,84,29.8,7,46,15.2,18,29,62.1,14,29,43,15,10,2,18,22,-30
NYK,NYK @ BOS,01/17/2021,W,240,105,38,80,47.5,12,31,38.7,17,21,81,10,43,53,22,11,7,17,28,30
SAC,SAC vs. NOP,01/17/2021,L,240,123,47,91,51.6,13,39,33.3,16,18,88.9,8,25,33,23,7,7,11,24,-5
NOP,NOP @ SAC,01/17/2021,W,240,128,45,85,52.9,11,22,50,27,34,79.4,14,34,48,24,5,1,14,15,5
IND,IND @ LAC,01/17/2021,L,240,96,37,89,41.6,11,38,28.9,11,16,68.8,6,27,33,28,13,2,16,19,-33
LAC,LAC vs. IND,01/17/2021,W,240,129,48,87,55.2,19,39,48.7,14,20,70,9,43,52,27,4,3,18,19,33
SAS,SAS vs. HOU,01/16/2021,W,240,103,40,100,40,5,24,20.8,18,23,78.3,17,41,58,19,10,7,12,21,12
PHI,PHI @ MEM,01/16/2021,L,240,104,37,84,44,7,25,28,23,32,71.9,15,38,53,23,5,11,23,17,-2
MEM,MEM vs. PHI,01/16/2021,W,240,106,43,99,43.4,8,29,27.6,12,18,66.7,11,32,43,27,15,3,11,25,2
DET,DET @ MIA,01/16/2021,W,240,120,46,91,50.5,18,46,39.1,10,15,66.7,10,29,39,34,9,8,13,28,20
POR,POR vs. ATL,01/16/2021,W,240,112,40,103,38.8,15,44,34.1,17,20,85,17,38,55,18,6,8,8,20,6
ATL,ATL @ POR,01/16/2021,L,240,106,38,87,43.7,6,30,20,24,28,85.7,7,41,48,24,4,6,13,22,-6
BKN,BKN vs. ORL,01/16/2021,W,240,122,42,78,53.8,16,35,45.7,22,25,88,4,37,41,24,9,5,19,14,7
CHA,CHA @ TOR,01/16/2021,L,240,113,38,87,43.7,15,36,41.7,22,29,75.9,12,36,48,26,6,5,15,20,-3
ORL,ORL @ BKN,01/16/2021,L,240,115,44,95,46.3,14,46,30.4,13,16,81.3,9,29,38,28,13,4,12,19,-7
MIA,MIA vs. DET,01/16/2021,L,240,100,32,67,47.8,12,29,41.4,24,27,88.9,5,26,31,25,1,5,23,21,-20
TOR,TOR vs. CHA,01/16/2021,W,240,116,36,86,41.9,21,49,42.9,23,26,88.5,7,36,43,28,5,8,15,22,3
HOU,HOU @ SAS,01/16/2021,L,240,91,31,84,36.9,12,32,37.5,17,27,63,12,39,51,20,6,9,23,20,-12
CLE,CLE vs. NYK,01/15/2021,W,240,106,36,79,45.6,9,27,33.3,25,34,73.5,14,34,48,26,9,6,16,18,3
NYK,NYK @ CLE,01/15/2021,L,240,103,40,82,48.8,9,25,36,14,16,87.5,7,32,39,20,9,10,13,21,-3
ORL,ORL @ BOS,01/15/2021,L,240,97,38,94,40.4,7,28,25,14,22,63.6,15,31,46,14,5,1,13,16,-27
BOS,BOS vs. ORL,01/15/2021,W,240,124,45,88,51.1,17,42,40.5,17,19,89.5,6,39,45,25,7,4,11,18,27
MIL,MIL vs. DAL,01/15/2021,W,240,112,43,96,44.8,14,37,37.8,12,25,48,16,41,57,22,5,3,11,14,3
LAC,LAC @ SAC,01/15/2021,W,240,138,52,89,58.4,18,35,51.4,16,20,80,12,35,47,29,10,3,11,19,38
UTA,UTA vs. ATL,01/15/2021,W,240,116,43,92,46.7,20,44,45.5,10,14,71.4,12,41,53,27,7,6,19,18,24
ATL,ATL @ UTA,01/15/2021,L,240,92,38,92,41.3,5,28,17.9,11,15,73.3,8,33,41,21,6,1,15,16,-24
CHI,CHI @ OKC,01/15/2021,L,265,125,43,91,47.3,21,46,45.7,18,25,72,9,47,56,27,5,8,24,25,-2
OKC,OKC vs. CHI,01/15/2021,W,265,127,48,105,45.7,15,45,33.3,16,24,66.7,7,37,44,26,12,2,13,23,2
DAL,DAL @ MIL,01/15/2021,L,240,109,45,97,46.4,13,36,36.1,6,13,46.2,11,40,51,22,5,6,9,23,-3
SAC,SAC vs. LAC,01/15/2021,L,240,100,40,85,47.1,8,26,30.8,12,17,70.6,9,23,32,23,4,2,14,16,-38
LAL,LAL vs. NOP,01/15/2021,W,240,112,39,93,41.9,15,37,40.5,19,26,73.1,13,31,44,31,11,6,8,16,17
NOP,NOP @ LAL,01/15/2021,L,240,95,41,86,47.7,9,29,31,4,8,50,10,37,47,22,3,5,20,21,-17
GSW,GSW @ DEN,01/14/2021,L,240,104,38,81,46.9,11,29,37.9,17,24,70.8,5,38,43,29,9,4,19,25,-10
PHI,PHI vs. MIA,01/14/2021,W,240,125,44,82,53.7,17,37,45.9,20,24,83.3,5,30,35,27,15,3,18,22,17
DEN,DEN vs. GSW,01/14/2021,W,240,114,41,90,45.6,11,37,29.7,21,27,77.8,10,40,50,29,11,5,14,23,10
MIA,MIA @ PHI,01/14/2021,L,240,108,40,81,49.4,12,34,35.3,16,26,61.5,9,32,41,28,4,1,20,19,-17
IND,IND @ POR,01/14/2021,W,240,111,44,92,47.8,9,30,30,14,18,77.8,13,37,50,29,11,5,14,13,24
POR,POR vs. IND,01/14/2021,L,240,87,32,87,36.8,13,43,30.2,10,10,100,14,29,43,16,8,5,18,22,-24
SAS,SAS vs. HOU,01/14/2021,L,240,105,42,92,45.7,9,31,29,12,16,75,10,31,41,26,10,4,10,17,-4
TOR,TOR vs. CHA,01/14/2021,W,240,111,40,88,45.5,20,50,40,11,13,84.6,13,27,40,33,13,6,18,16,3
CHA,CHA @ TOR,01/14/2021,L,240,108,42,87,48.3,15,35,42.9,9,12,75,14,30,44,32,11,5,20,15,-3
HOU,HOU @ SAS,01/14/2021,W,240,109,42,86,48.8,13,33,39.4,12,19,63.2,10,39,49,25,6,6,18,16,4
BKN,BKN @ NYK,01/13/2021,W,240,116,44,91,48.4,16,40,40,12,17,70.6,12,34,46,29,3,5,6,12,7
MIL,MIL @ DET,01/13/2021,W,240,110,41,85,48.2,19,43,44.2,9,14,64.3,10,38,48,31,10,9,14,20,9
MIN,MIN vs. MEM,01/13/2021,L,240,107,39,90,43.3,9,37,24.3,20,24,83.3,11,37,48,27,3,6,13,18,-11
NYK,NYK vs. BKN,01/13/2021,L,240,109,44,92,47.8,11,28,39.3,10,12,83.3,12,31,43,22,4,3,9,16,-7
DAL,DAL @ CHA,01/13/2021,W,240,104,40,96,41.7,15,46,32.6,9,16,56.3,13,41,54,22,8,12,10,15,11
NOP,NOP @ LAC,01/13/2021,L,240,106,42,88,47.7,10,28,35.7,12,16,75,12,36,48,18,4,4,11,19,-5
LAC,LAC vs. NOP,01/13/2021,W,240,111,35,74,47.3,18,37,48.6,23,27,85.2,3,33,36,26,4,6,10,16,5
DET,DET vs. MIL,01/13/2021,L,240,101,36,92,39.1,14,35,40,15,22,68.2,13,34,47,25,8,3,16,19,-9
MEM,MEM @ MIN,01/13/2021,W,240,118,50,106,47.2,8,25,32,10,13,76.9,15,32,47,33,11,5,7,24,11
CHA,CHA vs. DAL,01/13/2021,L,240,93,38,100,38,10,38,26.3,7,14,50,15,38,53,26,8,7,14,17,-11
LAL,LAL @ OKC,01/13/2021,W,240,128,47,95,49.5,17,37,45.9,17,22,77.3,12,38,50,26,6,6,10,16,29
OKC,OKC vs. LAL,01/13/2021,L,240,99,37,86,43,10,31,32.3,15,19,78.9,9,33,42,23,4,6,12,21,-29
POR,POR @ SAC,01/13/2021,W,240,132,44,90,48.9,23,48,47.9,21,27,77.8,12,26,38,28,9,8,8,24,6
SAC,SAC vs. POR,01/13/2021,L,240,126,44,84,52.4,19,38,50,19,26,73.1,8,34,42,35,4,2,13,18,-6
GSW,GSW vs. IND,01/12/2021,L,240,95,34,89,38.2,13,38,34.2,14,22,63.6,10,36,46,25,8,8,16,21,-9
CLE,CLE vs. UTA,01/12/2021,L,240,87,35,90,38.9,8,31,25.8,9,14,64.3,12,28,40,23,7,4,14,13,-30
UTA,UTA @ CLE,01/12/2021,W,240,117,42,84,50,24,45,53.3,9,12,75,10,38,48,26,8,8,18,16,30
OKC,OKC vs. SAS,01/12/2021,L,240,102,36,83,43.4,7,26,26.9,23,29,79.3,7,45,52,18,1,5,13,20,-10
LAL,LAL @ HOU,01/12/2021,W,240,117,42,84,50,14,32,43.8,19,27,70.4,11,44,55,26,10,12,21,18,17
HOU,HOU vs. LAL,01/12/2021,L,240,100,38,97,39.2,12,40,30,12,16,75,10,32,42,23,14,5,15,19,-17
SAS,SAS @ OKC,01/12/2021,W,240,112,41,95,43.2,10,35,28.6,20,22,90.9,7,39,46,26,8,5,4,20,10
IND,IND @ GSW,01/12/2021,W,240,104,39,88,44.3,9,28,32.1,17,25,68,10,40,50,26,9,9,15,17,9
BKN,BKN vs. DEN,01/12/2021,W,240,122,48,79,60.8,16,32,50,10,15,66.7,8,33,41,31,6,6,19,18,6
MIA,MIA @ PHI,01/12/2021,L,265,134,48,104,46.2,19,56,33.9,19,24,79.2,14,32,46,27,6,4,18,21,-3
PHI,PHI vs. MIA,01/12/2021,W,265,137,50,102,49,19,55,34.5,18,25,72,16,36,52,32,10,6,19,21,3
DEN,DEN @ BKN,01/12/2021,L,240,116,44,88,50,18,37,48.6,10,16,62.5,9,23,32,28,12,5,13,18,-6
WAS,WAS vs. PHX,01/11/2021,W,240,128,48,92,52.2,15,34,44.1,17,28,60.7,14,39,53,29,3,3,8,23,21
NYK,NYK @ CHA,01/11/2021,L,240,88,34,87,39.1,9,37,24.3,11,17,64.7,17,32,49,20,6,6,17,23,-21
CHA,CHA vs. NYK,01/11/2021,W,240,109,38,78,48.7,13,32,40.6,20,23,87,5,32,37,28,8,8,10,13,21
PHI,PHI @ ATL,01/11/2021,L,240,94,37,92,40.2,8,36,22.2,12,13,92.3,9,41,50,20,2,12,9,17,-18
IND,IND @ SAC,01/11/2021,L,240,122,47,97,48.5,13,39,33.3,15,18,83.3,10,27,37,26,14,3,13,21,-5
ATL,ATL vs. PHI,01/11/2021,W,240,112,37,99,37.4,17,44,38.6,21,27,77.8,14,44,58,20,7,3,8,13,18
TOR,TOR @ POR,01/11/2021,L,240,111,40,89,44.9,19,47,40.4,12,12,100,7,36,43,27,6,5,15,22,-1
POR,POR vs. TOR,01/11/2021,W,240,112,38,83,45.8,14,42,33.3,22,25,88,8,34,42,18,9,6,13,14,1
SAC,SAC vs. IND,01/11/2021,W,240,127,47,84,56,15,32,46.9,18,23,78.3,7,37,44,29,6,9,19,17,5
PHX,PHX @ WAS,01/11/2021,L,240,107,39,87,44.8,4,27,14.8,25,30,83.3,8,34,42,21,3,6,6,22,-21
MEM,MEM @ CLE,01/11/2021,W,240,101,40,78,51.3,5,20,25,16,21,76.2,7,33,40,32,10,6,15,17,10
MIL,MIL @ ORL,01/11/2021,W,240,121,46,91,50.5,13,35,37.1,16,20,80,11,32,43,25,15,7,15,17,22
ORL,ORL vs. MIL,01/11/2021,L,240,99,39,91,42.9,11,31,35.5,10,13,76.9,15,29,44,24,5,4,19,13,-22
CLE,CLE vs. MEM,01/11/2021,L,240,91,37,82,45.1,11,26,42.3,6,14,42.9,10,30,40,20,11,7,21,21,-10
TOR,TOR @ GSW,01/10/2021,L,240,105,39,96,40.6,13,38,34.2,14,22,63.6,13,35,48,20,8,10,12,22,-1
LAL,LAL @ HOU,01/10/2021,W,240,120,46,91,50.5,10,29,34.5,18,24,75,10,39,49,28,13,8,17,23,18
NYK,NYK vs. DEN,01/10/2021,L,240,89,32,74,43.2,6,21,28.6,19,25,76,8,28,36,19,4,1,16,15,-25
MIN,MIN vs. SAS,01/10/2021,W,240,96,34,81,42,9,26,34.6,19,23,82.6,9,43,52,19,6,3,14,17,8
SAS,SAS @ MIN,01/10/2021,L,240,88,36,94,38.3,8,30,26.7,8,14,57.1,9,36,45,21,4,5,10,16,-8
DET,DET vs. UTA,01/10/2021,L,240,86,29,87,33.3,10,42,23.8,18,21,85.7,11,28,39,21,10,7,8,23,-10
UTA,UTA @ DET,01/10/2021,W,240,96,35,82,42.7,11,35,31.4,15,22,68.2,16,47,63,17,3,5,16,17,10
GSW,GSW vs. TOR,01/10/2021,W,240,106,38,93,40.9,13,46,28.3,17,19,89.5,12,39,51,30,2,10,15,18,1
BKN,BKN vs. OKC,01/10/2021,L,240,116,43,85,50.6,10,34,29.4,20,24,83.3,6,37,43,23,3,2,17,18,-13
OKC,OKC @ BKN,01/10/2021,W,240,129,49,90,54.4,15,39,38.5,16,17,94.1,3,31,34,24,12,4,11,22,13
CHI,CHI @ LAC,01/10/2021,L,240,127,47,77,61,18,33,54.5,15,17,88.2,3,35,38,30,6,2,23,19,-3
DEN,DEN @ NYK,01/10/2021,W,240,114,45,84,53.6,15,35,42.9,9,12,75,8,35,43,23,11,4,12,25,25
LAC,LAC vs. CHI,01/10/2021,W,240,130,45,92,48.9,20,38,52.6,20,25,80,12,23,35,28,13,5,10,19,3
